,n_period,threshold,cutoff,return,drawdown,sharpe,,Row Labels,Average of return,,,
2267,220,2.1,0.9,0.328600297,9.478033646,-0.286410777,,,,,,
1170,160,2,0.1,0.376116218,7.878190328,-0.288837973,,,,,,
1171,160,2,0.2,0.376116218,7.878190328,-0.288837973,,,,,,
1172,160,2,0.3,0.376116218,7.878190328,-0.288837973,,,,,,
1173,160,2,0.4,0.376116218,7.878190328,-0.288837973,,,,,,
1174,160,2,0.5,0.376116218,7.878190328,-0.288837973,,,,,,
1175,160,2,0.6,0.376116218,7.878190328,-0.288837973,,,,,,
1176,160,2,0.7,0.376116218,7.878190328,-0.288837973,,,,,,
1177,160,2,0.8,0.376116218,7.878190328,-0.288837973,,,,,,
1178,160,2,0.9,0.376116218,7.878190328,-0.288837973,,,,,,
999,150,2.1,0.1,0.419939678,7.551464946,-0.289537051,,,,,,
1000,150,2.1,0.2,0.419939678,7.551464946,-0.289537051,,,,,,
1001,150,2.1,0.3,0.419939678,7.551464946,-0.289537051,,,,,,
1002,150,2.1,0.4,0.419939678,7.551464946,-0.289537051,,,,,,
1003,150,2.1,0.5,0.419939678,7.551464946,-0.289537051,,,,,,
1004,150,2.1,0.6,0.419939678,7.551464946,-0.289537051,,,,,,
1005,150,2.1,0.7,0.419939678,7.551464946,-0.289537051,,,,,,
1006,150,2.1,0.8,0.419939678,7.551464946,-0.289537051,,,,,,
1007,150,2.1,0.9,0.419939678,7.551464946,-0.289537051,,,,,,
1224,160,2.6,0.1,0.671357243,4.641958618,-0.290992053,,,,,,
1225,160,2.6,0.2,0.671357243,4.641958618,-0.290992053,,,,,,
1226,160,2.6,0.3,0.671357243,4.641958618,-0.290992053,,,,,,
1227,160,2.6,0.4,0.671357243,4.641958618,-0.290992053,,,,,,
1228,160,2.6,0.5,0.671357243,4.641958618,-0.290992053,,,,,,
1229,160,2.6,0.6,0.671357243,4.641958618,-0.290992053,,,,,,
1230,160,2.6,0.7,0.671357243,4.641958618,-0.290992053,,,,,,
1231,160,2.6,0.8,0.671357243,4.641958618,-0.290992053,,,,,,
1232,160,2.6,0.9,0.671357243,4.641958618,-0.290992053,,,,,,
2637,240,2.3,0.1,0.295258482,9.433100363,-0.292404717,,,,,,
2638,240,2.3,0.2,0.295258482,9.433100363,-0.292404717,,,,,,
2639,240,2.3,0.3,0.295258482,9.433100363,-0.292404717,,,,,,
2640,240,2.3,0.4,0.295258482,9.433100363,-0.292404717,,,,,,
2641,240,2.3,0.5,0.295258482,9.433100363,-0.292404717,,,,,,
2642,240,2.3,0.6,0.295258482,9.433100363,-0.292404717,,,,,,
2643,240,2.3,0.7,0.295258482,9.433100363,-0.292404717,,,,,,
2644,240,2.3,0.8,0.295258482,9.433100363,-0.292404717,,,,,,
2645,240,2.3,0.9,0.295258482,9.433100363,-0.292404717,,,,,,
819,140,2.1,0.1,0.424465142,7.721149043,-0.295310699,,,,,,
820,140,2.1,0.2,0.424465142,7.721149043,-0.295310699,,,,,,
821,140,2.1,0.3,0.424465142,7.721149043,-0.295310699,,,,,,
822,140,2.1,0.4,0.424465142,7.721149043,-0.295310699,,,,,,
823,140,2.1,0.5,0.424465142,7.721149043,-0.295310699,,,,,,
824,140,2.1,0.6,0.424465142,7.721149043,-0.295310699,,,,,,
825,140,2.1,0.7,0.424465142,7.721149043,-0.295310699,,,,,,
826,140,2.1,0.8,0.424465142,7.721149043,-0.295310699,,,,,,
827,140,2.1,0.9,0.424465142,7.721149043,-0.295310699,,,,,,
2439,230,2.1,0.1,0.304892673,9.479476852,-0.298212195,,,,,,
2440,230,2.1,0.2,0.304892673,9.479476852,-0.298212195,,,,,,
2441,230,2.1,0.3,0.304892673,9.479476852,-0.298212195,,,,,,
2442,230,2.1,0.4,0.304892673,9.479476852,-0.298212195,,,,,,
2443,230,2.1,0.5,0.304892673,9.479476852,-0.298212195,,,,,,
2444,230,2.1,0.6,0.304892673,9.479476852,-0.298212195,,,,,,
2445,230,2.1,0.7,0.304892673,9.479476852,-0.298212195,,,,,,
2446,230,2.1,0.8,0.304892673,9.479476852,-0.298212195,,,,,,
2447,230,2.1,0.9,0.304892673,9.479476852,-0.298212195,,,,,,
2115,210,2.5,0.1,0.389178249,8.749027372,-0.299242648,,,,,,
2116,210,2.5,0.2,0.389178249,8.749027372,-0.299242648,,,,,,
2117,210,2.5,0.3,0.389178249,8.749027372,-0.299242648,,,,,,
2118,210,2.5,0.4,0.389178249,8.749027372,-0.299242648,,,,,,
2119,210,2.5,0.5,0.389178249,8.749027372,-0.299242648,,,,,,
2120,210,2.5,0.6,0.389178249,8.749027372,-0.299242648,,,,,,
2121,210,2.5,0.7,0.389178249,8.749027372,-0.299242648,,,,,,
2122,210,2.5,0.8,0.389178249,8.749027372,-0.299242648,,,,,,
2123,210,2.5,0.9,0.389178249,8.749027372,-0.299242648,,,,,,
1899,200,2.1,0.1,0.380605389,8.776938858,-0.299718529,,,,,,
1900,200,2.1,0.2,0.380605389,8.776938858,-0.299718529,,,,,,
1901,200,2.1,0.3,0.380605389,8.776938858,-0.299718529,,,,,,
1902,200,2.1,0.4,0.380605389,8.776938858,-0.299718529,,,,,,
1903,200,2.1,0.5,0.380605389,8.776938858,-0.299718529,,,,,,
1904,200,2.1,0.6,0.380605389,8.776938858,-0.299718529,,,,,,
1905,200,2.1,0.7,0.380605389,8.776938858,-0.299718529,,,,,,
1906,200,2.1,0.8,0.380605389,8.776938858,-0.299718529,,,,,,
1907,200,2.1,0.9,0.380605389,8.776938858,-0.299718529,,,,,,
1701,190,1.9,0.1,0.249492067,9.423489666,-0.301732979,,,,,,
1702,190,1.9,0.2,0.249492067,9.423489666,-0.301732979,,,,,,
1703,190,1.9,0.3,0.249492067,9.423489666,-0.301732979,,,,,,
1704,190,1.9,0.4,0.249492067,9.423489666,-0.301732979,,,,,,
1705,190,1.9,0.5,0.249492067,9.423489666,-0.301732979,,,,,,
1706,190,1.9,0.6,0.249492067,9.423489666,-0.301732979,,,,,,
1707,190,1.9,0.7,0.249492067,9.423489666,-0.301732979,,,,,,
1708,190,1.9,0.8,0.249492067,9.423489666,-0.301732979,,,,,,
1709,190,1.9,0.9,0.249492067,9.423489666,-0.301732979,,,,,,
2448,230,2.2,0.1,0.289064235,9.431949685,-0.307634653,,,,,,
2449,230,2.2,0.2,0.289064235,9.431949685,-0.307634653,,,,,,
2450,230,2.2,0.3,0.289064235,9.431949685,-0.307634653,,,,,,
2451,230,2.2,0.4,0.289064235,9.431949685,-0.307634653,,,,,,
2452,230,2.2,0.5,0.289064235,9.431949685,-0.307634653,,,,,,
2453,230,2.2,0.6,0.289064235,9.431949685,-0.307634653,,,,,,
2454,230,2.2,0.7,0.289064235,9.431949685,-0.307634653,,,,,,
2455,230,2.2,0.8,0.289064235,9.431949685,-0.307634653,,,,,,
2456,230,2.2,0.9,0.289064235,9.431949685,-0.307634653,,,,,,
675,130,2.5,0.1,0.714263154,4.604428413,-0.308059642,,,,,,
676,130,2.5,0.2,0.714263154,4.604428413,-0.308059642,,,,,,
677,130,2.5,0.3,0.714263154,4.604428413,-0.308059642,,,,,,
678,130,2.5,0.4,0.714263154,4.604428413,-0.308059642,,,,,,
679,130,2.5,0.5,0.714263154,4.604428413,-0.308059642,,,,,,
680,130,2.5,0.6,0.714263154,4.604428413,-0.308059642,,,,,,
681,130,2.5,0.7,0.714263154,4.604428413,-0.308059642,,,,,,
682,130,2.5,0.8,0.714263154,4.604428413,-0.308059642,,,,,,
683,130,2.5,0.9,0.714263154,4.604428413,-0.308059642,,,,,,
1719,190,2.1,0.1,0.354480548,8.776047224,-0.309475287,,,,,,
1720,190,2.1,0.2,0.354480548,8.776047224,-0.309475287,,,,,,
1721,190,2.1,0.3,0.354480548,8.776047224,-0.309475287,,,,,,
1722,190,2.1,0.4,0.354480548,8.776047224,-0.309475287,,,,,,
1723,190,2.1,0.5,0.354480548,8.776047224,-0.309475287,,,,,,
1724,190,2.1,0.6,0.354480548,8.776047224,-0.309475287,,,,,,
1725,190,2.1,0.7,0.354480548,8.776047224,-0.309475287,,,,,,
1726,190,2.1,0.8,0.354480548,8.776047224,-0.309475287,,,,,,
1727,190,2.1,0.9,0.354480548,8.776047224,-0.309475287,,,,,,
2979,260,2.1,0.1,0.227089851,9.455780424,-0.310490937,,,,,,
2980,260,2.1,0.2,0.227089851,9.455780424,-0.310490937,,,,,,
2981,260,2.1,0.3,0.227089851,9.455780424,-0.310490937,,,,,,
2982,260,2.1,0.4,0.227089851,9.455780424,-0.310490937,,,,,,
2983,260,2.1,0.5,0.227089851,9.455780424,-0.310490937,,,,,,
2984,260,2.1,0.6,0.227089851,9.455780424,-0.310490937,,,,,,
2985,260,2.1,0.7,0.227089851,9.455780424,-0.310490937,,,,,,
2986,260,2.1,0.8,0.227089851,9.455780424,-0.310490937,,,,,,
2987,260,2.1,0.9,0.227089851,9.455780424,-0.310490937,,,,,,
2250,220,2,0.1,0.204174443,10.18927443,-0.312284218,,,,,,
2251,220,2,0.2,0.204174443,10.18927443,-0.312284218,,,,,,
2252,220,2,0.3,0.204174443,10.18927443,-0.312284218,,,,,,
2253,220,2,0.4,0.204174443,10.18927443,-0.312284218,,,,,,
2254,220,2,0.5,0.204174443,10.18927443,-0.312284218,,,,,,
2255,220,2,0.6,0.204174443,10.18927443,-0.312284218,,,,,,
2256,220,2,0.7,0.204174443,10.18927443,-0.312284218,,,,,,
2257,220,2,0.8,0.204174443,10.18927443,-0.312284218,,,,,,
2258,220,2,0.9,0.204174443,10.18927443,-0.312284218,,,,,,
2610,240,2,0.1,0.183259986,10.38534378,-0.313181075,,,,,,
2611,240,2,0.2,0.183259986,10.38534378,-0.313181075,,,,,,
2612,240,2,0.3,0.183259986,10.38534378,-0.313181075,,,,,,
2613,240,2,0.4,0.183259986,10.38534378,-0.313181075,,,,,,
2614,240,2,0.5,0.183259986,10.38534378,-0.313181075,,,,,,
2615,240,2,0.6,0.183259986,10.38534378,-0.313181075,,,,,,
2616,240,2,0.7,0.183259986,10.38534378,-0.313181075,,,,,,
2617,240,2,0.8,0.183259986,10.38534378,-0.313181075,,,,,,
2618,240,2,0.9,0.183259986,10.38534378,-0.313181075,,,,,,
1323,170,1.7,0.1,0.159273672,9.748653916,-0.315420231,,,,,,
1324,170,1.7,0.2,0.159273672,9.748653916,-0.315420231,,,,,,
1325,170,1.7,0.3,0.159273672,9.748653916,-0.315420231,,,,,,
1326,170,1.7,0.4,0.159273672,9.748653916,-0.315420231,,,,,,
1327,170,1.7,0.5,0.159273672,9.748653916,-0.315420231,,,,,,
1328,170,1.7,0.6,0.159273672,9.748653916,-0.315420231,,,,,,
1329,170,1.7,0.7,0.159273672,9.748653916,-0.315420231,,,,,,
1330,170,1.7,0.8,0.159273672,9.748653916,-0.315420231,,,,,,
1331,170,1.7,0.9,0.159273672,9.748653916,-0.315420231,,,,,,
3366,280,2.4,0.1,0.246766345,9.41274153,-0.316178178,,,,,,
3367,280,2.4,0.2,0.246766345,9.41274153,-0.316178178,,,,,,
3368,280,2.4,0.3,0.246766345,9.41274153,-0.316178178,,,,,,
3369,280,2.4,0.4,0.246766345,9.41274153,-0.316178178,,,,,,
3370,280,2.4,0.5,0.246766345,9.41274153,-0.316178178,,,,,,
3371,280,2.4,0.6,0.246766345,9.41274153,-0.316178178,,,,,,
3372,280,2.4,0.7,0.246766345,9.41274153,-0.316178178,,,,,,
3373,280,2.4,0.8,0.246766345,9.41274153,-0.316178178,,,,,,
3374,280,2.4,0.9,0.246766345,9.41274153,-0.316178178,,,,,,
1557,180,2.3,0.1,0.337628802,8.774297642,-0.316608897,,,,,,
1558,180,2.3,0.2,0.337628802,8.774297642,-0.316608897,,,,,,
1559,180,2.3,0.3,0.337628802,8.774297642,-0.316608897,,,,,,
1560,180,2.3,0.4,0.337628802,8.774297642,-0.316608897,,,,,,
1561,180,2.3,0.5,0.337628802,8.774297642,-0.316608897,,,,,,
1562,180,2.3,0.6,0.337628802,8.774297642,-0.316608897,,,,,,
1563,180,2.3,0.7,0.337628802,8.774297642,-0.316608897,,,,,,
1564,180,2.3,0.8,0.337628802,8.774297642,-0.316608897,,,,,,
1565,180,2.3,0.9,0.337628802,8.774297642,-0.316608897,,,,,,
1692,190,1.8,0.1,0.230751209,9.115073192,-0.316944839,,,,,,
1693,190,1.8,0.2,0.230751209,9.115073192,-0.316944839,,,,,,
1694,190,1.8,0.3,0.230751209,9.115073192,-0.316944839,,,,,,
1695,190,1.8,0.4,0.230751209,9.115073192,-0.316944839,,,,,,
1696,190,1.8,0.5,0.230751209,9.115073192,-0.316944839,,,,,,
1697,190,1.8,0.6,0.230751209,9.115073192,-0.316944839,,,,,,
1698,190,1.8,0.7,0.230751209,9.115073192,-0.316944839,,,,,,
1699,190,1.8,0.8,0.230751209,9.115073192,-0.316944839,,,,,,
1700,190,1.8,0.9,0.230751209,9.115073192,-0.316944839,,,,,,
1683,190,1.7,0.1,0.109405155,10.09182622,-0.318061735,,,,,,
1684,190,1.7,0.2,0.109405155,10.09182622,-0.318061735,,,,,,
1685,190,1.7,0.3,0.109405155,10.09182622,-0.318061735,,,,,,
1686,190,1.7,0.4,0.109405155,10.09182622,-0.318061735,,,,,,
1687,190,1.7,0.5,0.109405155,10.09182622,-0.318061735,,,,,,
1688,190,1.7,0.6,0.109405155,10.09182622,-0.318061735,,,,,,
1689,190,1.7,0.7,0.109405155,10.09182622,-0.318061735,,,,,,
1690,190,1.7,0.8,0.109405155,10.09182622,-0.318061735,,,,,,
1691,190,1.7,0.9,0.109405155,10.09182622,-0.318061735,,,,,,
2034,210,1.6,0.1,0.271909602,8.097710939,-0.321434632,,,,,,
2035,210,1.6,0.2,0.271909602,8.097710939,-0.321434632,,,,,,
2036,210,1.6,0.3,0.271909602,8.097710939,-0.321434632,,,,,,
2037,210,1.6,0.4,0.271909602,8.097710939,-0.321434632,,,,,,
2038,210,1.6,0.5,0.271909602,8.097710939,-0.321434632,,,,,,
2039,210,1.6,0.6,0.271909602,8.097710939,-0.321434632,,,,,,
2040,210,1.6,0.7,0.271909602,8.097710939,-0.321434632,,,,,,
2041,210,1.6,0.8,0.271909602,8.097710939,-0.321434632,,,,,,
2042,210,1.6,0.9,0.271909602,8.097710939,-0.321434632,,,,,,
2655,240,2.5,0.1,0.205046618,9.416408454,-0.323220922,,,,,,
2656,240,2.5,0.2,0.205046618,9.416408454,-0.323220922,,,,,,
2657,240,2.5,0.3,0.205046618,9.416408454,-0.323220922,,,,,,
2658,240,2.5,0.4,0.205046618,9.416408454,-0.323220922,,,,,,
2659,240,2.5,0.5,0.205046618,9.416408454,-0.323220922,,,,,,
2660,240,2.5,0.6,0.205046618,9.416408454,-0.323220922,,,,,,
2661,240,2.5,0.7,0.205046618,9.416408454,-0.323220922,,,,,,
2662,240,2.5,0.8,0.205046618,9.416408454,-0.323220922,,,,,,
2663,240,2.5,0.9,0.205046618,9.416408454,-0.323220922,,,,,,
3186,270,2.4,0.1,0.223787413,9.414695735,-0.326910313,,,,,,
3187,270,2.4,0.2,0.223787413,9.414695735,-0.326910313,,,,,,
3188,270,2.4,0.3,0.223787413,9.414695735,-0.326910313,,,,,,
3189,270,2.4,0.4,0.223787413,9.414695735,-0.326910313,,,,,,
3190,270,2.4,0.5,0.223787413,9.414695735,-0.326910313,,,,,,
3191,270,2.4,0.6,0.223787413,9.414695735,-0.326910313,,,,,,
3192,270,2.4,0.7,0.223787413,9.414695735,-0.326910313,,,,,,
3193,270,2.4,0.8,0.223787413,9.414695735,-0.326910313,,,,,,
3194,270,2.4,0.9,0.223787413,9.414695735,-0.326910313,,,,,,
2826,250,2.4,0.1,0.226816504,9.433573106,-0.327342203,,,,,,
2827,250,2.4,0.2,0.226816504,9.433573106,-0.327342203,,,,,,
2828,250,2.4,0.3,0.226816504,9.433573106,-0.327342203,,,,,,
2829,250,2.4,0.4,0.226816504,9.433573106,-0.327342203,,,,,,
2830,250,2.4,0.5,0.226816504,9.433573106,-0.327342203,,,,,,
2831,250,2.4,0.6,0.226816504,9.433573106,-0.327342203,,,,,,
2832,250,2.4,0.7,0.226816504,9.433573106,-0.327342203,,,,,,
2833,250,2.4,0.8,0.226816504,9.433573106,-0.327342203,,,,,,
2834,250,2.4,0.9,0.226816504,9.433573106,-0.327342203,,,,,,
3357,280,2.3,0.1,0.22201812,9.41274153,-0.329447745,,,,,,
3358,280,2.3,0.2,0.22201812,9.41274153,-0.329447745,,,,,,
3359,280,2.3,0.3,0.22201812,9.41274153,-0.329447745,,,,,,
3360,280,2.3,0.4,0.22201812,9.41274153,-0.329447745,,,,,,
3361,280,2.3,0.5,0.22201812,9.41274153,-0.329447745,,,,,,
3362,280,2.3,0.6,0.22201812,9.41274153,-0.329447745,,,,,,
3363,280,2.3,0.7,0.22201812,9.41274153,-0.329447745,,,,,,
3364,280,2.3,0.8,0.22201812,9.41274153,-0.329447745,,,,,,
3365,280,2.3,0.9,0.22201812,9.41274153,-0.329447745,,,,,,
1152,160,1.8,0.1,0.246805758,9.007460561,-0.330605042,,,,,,
1153,160,1.8,0.2,0.246805758,9.007460561,-0.330605042,,,,,,
1154,160,1.8,0.3,0.246805758,9.007460561,-0.330605042,,,,,,
1155,160,1.8,0.4,0.246805758,9.007460561,-0.330605042,,,,,,
1156,160,1.8,0.5,0.246805758,9.007460561,-0.330605042,,,,,,
1157,160,1.8,0.6,0.246805758,9.007460561,-0.330605042,,,,,,
1158,160,1.8,0.7,0.246805758,9.007460561,-0.330605042,,,,,,
1159,160,1.8,0.8,0.246805758,9.007460561,-0.330605042,,,,,,
1160,160,1.8,0.9,0.246805758,9.007460561,-0.330605042,,,,,,
4716,360,1.4,0.1,0.292417652,7.423186488,-0.332319699,,,,,,
4717,360,1.4,0.2,0.292417652,7.423186488,-0.332319699,,,,,,
4718,360,1.4,0.3,0.292417652,7.423186488,-0.332319699,,,,,,
4719,360,1.4,0.4,0.292417652,7.423186488,-0.332319699,,,,,,
4720,360,1.4,0.5,0.292417652,7.423186488,-0.332319699,,,,,,
4721,360,1.4,0.6,0.292417652,7.423186488,-0.332319699,,,,,,
4722,360,1.4,0.7,0.292417652,7.423186488,-0.332319699,,,,,,
4723,360,1.4,0.8,0.292417652,7.423186488,-0.332319699,,,,,,
4724,360,1.4,0.9,0.292417652,7.423186488,-0.332319699,,,,,,
1350,170,2,0.1,0.326793963,7.962218374,-0.332919677,,,,,,
1351,170,2,0.2,0.326793963,7.962218374,-0.332919677,,,,,,
1352,170,2,0.3,0.326793963,7.962218374,-0.332919677,,,,,,
1353,170,2,0.4,0.326793963,7.962218374,-0.332919677,,,,,,
1354,170,2,0.5,0.326793963,7.962218374,-0.332919677,,,,,,
1355,170,2,0.6,0.326793963,7.962218374,-0.332919677,,,,,,
1356,170,2,0.7,0.326793963,7.962218374,-0.332919677,,,,,,
1357,170,2,0.8,0.326793963,7.962218374,-0.332919677,,,,,,
1358,170,2,0.9,0.326793963,7.962218374,-0.332919677,,,,,,
2817,250,2.3,0.1,0.214009254,9.433573106,-0.333364668,,,,,,
2818,250,2.3,0.2,0.214009254,9.433573106,-0.333364668,,,,,,
2819,250,2.3,0.3,0.214009254,9.433573106,-0.333364668,,,,,,
2820,250,2.3,0.4,0.214009254,9.433573106,-0.333364668,,,,,,
2821,250,2.3,0.5,0.214009254,9.433573106,-0.333364668,,,,,,
2822,250,2.3,0.6,0.214009254,9.433573106,-0.333364668,,,,,,
2823,250,2.3,0.7,0.214009254,9.433573106,-0.333364668,,,,,,
2824,250,2.3,0.8,0.214009254,9.433573106,-0.333364668,,,,,,
2825,250,2.3,0.9,0.214009254,9.433573106,-0.333364668,,,,,,
666,130,2.4,0.1,0.613833157,4.652564944,-0.333436558,,,,,,
667,130,2.4,0.2,0.613833157,4.652564944,-0.333436558,,,,,,
668,130,2.4,0.3,0.613833157,4.652564944,-0.333436558,,,,,,
669,130,2.4,0.4,0.613833157,4.652564944,-0.333436558,,,,,,
670,130,2.4,0.5,0.613833157,4.652564944,-0.333436558,,,,,,
671,130,2.4,0.6,0.613833157,4.652564944,-0.333436558,,,,,,
672,130,2.4,0.7,0.613833157,4.652564944,-0.333436558,,,,,,
673,130,2.4,0.8,0.613833157,4.652564944,-0.333436558,,,,,,
674,130,2.4,0.9,0.613833157,4.652564944,-0.333436558,,,,,,
2070,210,2,0.1,0.322486565,8.776613205,-0.334613904,,,,,,
2071,210,2,0.2,0.322486565,8.776613205,-0.334613904,,,,,,
2072,210,2,0.3,0.322486565,8.776613205,-0.334613904,,,,,,
2073,210,2,0.4,0.322486565,8.776613205,-0.334613904,,,,,,
2074,210,2,0.5,0.322486565,8.776613205,-0.334613904,,,,,,
2075,210,2,0.6,0.322486565,8.776613205,-0.334613904,,,,,,
2076,210,2,0.7,0.322486565,8.776613205,-0.334613904,,,,,,
2077,210,2,0.8,0.322486565,8.776613205,-0.334613904,,,,,,
2078,210,2,0.9,0.322486565,8.776613205,-0.334613904,,,,,,
1395,170,2.5,0.1,0.46545169,6.932211884,-0.335687675,,,,,,
1396,170,2.5,0.2,0.46545169,6.932211884,-0.335687675,,,,,,
1397,170,2.5,0.3,0.46545169,6.932211884,-0.335687675,,,,,,
1398,170,2.5,0.4,0.46545169,6.932211884,-0.335687675,,,,,,
1399,170,2.5,0.5,0.46545169,6.932211884,-0.335687675,,,,,,
1400,170,2.5,0.6,0.46545169,6.932211884,-0.335687675,,,,,,
1401,170,2.5,0.7,0.46545169,6.932211884,-0.335687675,,,,,,
1402,170,2.5,0.8,0.46545169,6.932211884,-0.335687675,,,,,,
1403,170,2.5,0.9,0.46545169,6.932211884,-0.335687675,,,,,,
1530,180,2,0.1,0.268995666,8.947533027,-0.336225052,,,,,,
1531,180,2,0.2,0.268995666,8.947533027,-0.336225052,,,,,,
1532,180,2,0.3,0.268995666,8.947533027,-0.336225052,,,,,,
1533,180,2,0.4,0.268995666,8.947533027,-0.336225052,,,,,,
1534,180,2,0.5,0.268995666,8.947533027,-0.336225052,,,,,,
1535,180,2,0.6,0.268995666,8.947533027,-0.336225052,,,,,,
1536,180,2,0.7,0.268995666,8.947533027,-0.336225052,,,,,,
1537,180,2,0.8,0.268995666,8.947533027,-0.336225052,,,,,,
1538,180,2,0.9,0.268995666,8.947533027,-0.336225052,,,,,,
2988,260,2.2,0.1,0.185027827,9.432499746,-0.336327107,,,,,,
2989,260,2.2,0.2,0.185027827,9.432499746,-0.336327107,,,,,,
2990,260,2.2,0.3,0.185027827,9.432499746,-0.336327107,,,,,,
2991,260,2.2,0.4,0.185027827,9.432499746,-0.336327107,,,,,,
2992,260,2.2,0.5,0.185027827,9.432499746,-0.336327107,,,,,,
2993,260,2.2,0.6,0.185027827,9.432499746,-0.336327107,,,,,,
2994,260,2.2,0.7,0.185027827,9.432499746,-0.336327107,,,,,,
2995,260,2.2,0.8,0.185027827,9.432499746,-0.336327107,,,,,,
2996,260,2.2,0.9,0.185027827,9.432499746,-0.336327107,,,,,,
3006,260,2.4,0.1,0.20263786,9.432499746,-0.337120995,,,,,,
3007,260,2.4,0.2,0.20263786,9.432499746,-0.337120995,,,,,,
3008,260,2.4,0.3,0.20263786,9.432499746,-0.337120995,,,,,,
3009,260,2.4,0.4,0.20263786,9.432499746,-0.337120995,,,,,,
3010,260,2.4,0.5,0.20263786,9.432499746,-0.337120995,,,,,,
3011,260,2.4,0.6,0.20263786,9.432499746,-0.337120995,,,,,,
3012,260,2.4,0.7,0.20263786,9.432499746,-0.337120995,,,,,,
3013,260,2.4,0.8,0.20263786,9.432499746,-0.337120995,,,,,,
3014,260,2.4,0.9,0.20263786,9.432499746,-0.337120995,,,,,,
3897,310,2.3,0.1,0.282770836,8.785365871,-0.337259728,,,,,,
3898,310,2.3,0.2,0.282770836,8.785365871,-0.337259728,,,,,,
3899,310,2.3,0.3,0.282770836,8.785365871,-0.337259728,,,,,,
3900,310,2.3,0.4,0.282770836,8.785365871,-0.337259728,,,,,,
3901,310,2.3,0.5,0.282770836,8.785365871,-0.337259728,,,,,,
3902,310,2.3,0.6,0.282770836,8.785365871,-0.337259728,,,,,,
3903,310,2.3,0.7,0.282770836,8.785365871,-0.337259728,,,,,,
3904,310,2.3,0.8,0.282770836,8.785365871,-0.337259728,,,,,,
3905,310,2.3,0.9,0.282770836,8.785365871,-0.337259728,,,,,,
3177,270,2.3,0.1,0.202926372,9.414695735,-0.338097957,,,,,,
3178,270,2.3,0.2,0.202926372,9.414695735,-0.338097957,,,,,,
3179,270,2.3,0.3,0.202926372,9.414695735,-0.338097957,,,,,,
3180,270,2.3,0.4,0.202926372,9.414695735,-0.338097957,,,,,,
3181,270,2.3,0.5,0.202926372,9.414695735,-0.338097957,,,,,,
3182,270,2.3,0.6,0.202926372,9.414695735,-0.338097957,,,,,,
3183,270,2.3,0.7,0.202926372,9.414695735,-0.338097957,,,,,,
3184,270,2.3,0.8,0.202926372,9.414695735,-0.338097957,,,,,,
3185,270,2.3,0.9,0.202926372,9.414695735,-0.338097957,,,,,,
2619,240,2.1,0.1,0.209806624,9.480419772,-0.338223704,,,,,,
2620,240,2.1,0.2,0.209806624,9.480419772,-0.338223704,,,,,,
2621,240,2.1,0.3,0.209806624,9.480419772,-0.338223704,,,,,,
2622,240,2.1,0.4,0.209806624,9.480419772,-0.338223704,,,,,,
2623,240,2.1,0.5,0.209806624,9.480419772,-0.338223704,,,,,,
2624,240,2.1,0.6,0.209806624,9.480419772,-0.338223704,,,,,,
2625,240,2.1,0.7,0.209806624,9.480419772,-0.338223704,,,,,,
2626,240,2.1,0.8,0.209806624,9.480419772,-0.338223704,,,,,,
2627,240,2.1,0.9,0.209806624,9.480419772,-0.338223704,,,,,,
2430,230,2,0.1,0.152166083,10.19617527,-0.339034906,,,,,,
2431,230,2,0.2,0.152166083,10.19617527,-0.339034906,,,,,,
2432,230,2,0.3,0.152166083,10.19617527,-0.339034906,,,,,,
2433,230,2,0.4,0.152166083,10.19617527,-0.339034906,,,,,,
2434,230,2,0.5,0.152166083,10.19617527,-0.339034906,,,,,,
2435,230,2,0.6,0.152166083,10.19617527,-0.339034906,,,,,,
2436,230,2,0.7,0.152166083,10.19617527,-0.339034906,,,,,,
2437,230,2,0.8,0.152166083,10.19617527,-0.339034906,,,,,,
2438,230,2,0.9,0.152166083,10.19617527,-0.339034906,,,,,,
1863,200,1.7,0.1,0.106780671,9.415607756,-0.339531851,,,,,,
1864,200,1.7,0.2,0.106780671,9.415607756,-0.339531851,,,,,,
1865,200,1.7,0.3,0.106780671,9.415607756,-0.339531851,,,,,,
1866,200,1.7,0.4,0.106780671,9.415607756,-0.339531851,,,,,,
1867,200,1.7,0.5,0.106780671,9.415607756,-0.339531851,,,,,,
1868,200,1.7,0.6,0.106780671,9.415607756,-0.339531851,,,,,,
1869,200,1.7,0.7,0.106780671,9.415607756,-0.339531851,,,,,,
1870,200,1.7,0.8,0.106780671,9.415607756,-0.339531851,,,,,,
1871,200,1.7,0.9,0.106780671,9.415607756,-0.339531851,,,,,,
126,100,2.4,0.1,0.679672564,3.326429557,-0.340758365,,,,,,
127,100,2.4,0.2,0.679672564,3.326429557,-0.340758365,,,,,,
128,100,2.4,0.3,0.679672564,3.326429557,-0.340758365,,,,,,
129,100,2.4,0.4,0.679672564,3.326429557,-0.340758365,,,,,,
130,100,2.4,0.5,0.679672564,3.326429557,-0.340758365,,,,,,
131,100,2.4,0.6,0.679672564,3.326429557,-0.340758365,,,,,,
132,100,2.4,0.7,0.679672564,3.326429557,-0.340758365,,,,,,
133,100,2.4,0.8,0.679672564,3.326429557,-0.340758365,,,,,,
134,100,2.4,0.9,0.679672564,3.326429557,-0.340758365,,,,,,
2970,260,2,0.1,0.092625958,10.39533494,-0.341296123,,,,,,
