<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.08.13	07:00:00	1.04829	1.04855	1.04804	1.04828	1625	0	19
2019.08.13	08:00:00	1.04828	1.04873	1.04822	1.04846	1650	0	19
2019.08.13	09:00:00	1.04846	1.04858	1.04807	1.04822	2428	0	14
2019.08.13	10:00:00	1.04824	1.04878	1.04770	1.04875	2582	0	15
2019.08.13	11:00:00	1.04876	1.04916	1.04845	1.04884	2827	0	16
2019.08.13	12:00:00	1.04885	1.04886	1.04787	1.04854	2538	0	15
2019.08.13	13:00:00	1.04855	1.04914	1.04812	1.04890	2768	0	16
2019.08.13	14:00:00	1.04890	1.04991	1.04877	1.04982	2381	0	16
2019.08.13	15:00:00	1.04982	1.05156	1.04947	1.05113	5668	0	10
2019.08.13	16:00:00	1.05112	1.05357	1.05067	1.05255	7562	0	7
2019.08.13	17:00:00	1.05255	1.05439	1.05147	1.05150	10538	0	0
2019.08.13	18:00:00	1.05155	1.05297	1.05134	1.05253	7120	0	8
2019.08.13	19:00:00	1.05253	1.05307	1.05226	1.05230	4501	0	16
2019.08.13	20:00:00	1.05230	1.05312	1.05228	1.05304	4402	0	16
2019.08.13	21:00:00	1.05303	1.05355	1.05294	1.05315	3060	0	15
2019.08.13	22:00:00	1.05315	1.05322	1.05263	1.05294	2047	0	15
2019.08.13	23:00:00	1.05294	1.05345	1.05212	1.05252	981	0	11
2019.08.14	00:00:00	1.04993	1.05343	1.04993	1.05231	514	0	15
2019.08.14	01:00:00	1.05232	1.05276	1.05179	1.05201	1337	0	11
2019.08.14	02:00:00	1.05201	1.05220	1.05141	1.05183	2402	0	17
2019.08.14	03:00:00	1.05183	1.05260	1.05168	1.05194	3111	0	14
2019.08.14	04:00:00	1.05194	1.05269	1.05139	1.05222	4441	0	12
2019.08.14	05:00:00	1.05222	1.05222	1.05075	1.05101	4428	0	0
2019.08.14	06:00:00	1.05101	1.05115	1.05041	1.05059	2518	0	18
2019.08.14	07:00:00	1.05059	1.05181	1.05043	1.05141	2822	0	15
2019.08.14	08:00:00	1.05141	1.05199	1.05096	1.05123	3238	0	12
2019.08.14	09:00:00	1.05123	1.05166	1.05073	1.05102	2951	0	9
2019.08.14	10:00:00	1.05101	1.05137	1.05017	1.05024	3051	0	10
2019.08.14	11:00:00	1.05024	1.05108	1.04995	1.05074	2855	0	5
2019.08.14	12:00:00	1.05074	1.05132	1.05070	1.05094	3165	0	16
2019.08.14	13:00:00	1.05094	1.05097	1.04992	1.05009	2958	0	14
2019.08.14	14:00:00	1.05009	1.05090	1.04945	1.04997	4446	0	4
2019.08.14	15:00:00	1.04997	1.05004	1.04887	1.04917	5369	0	16
2019.08.14	16:00:00	1.04917	1.04927	1.04789	1.04859	6244	0	10
2019.08.14	17:00:00	1.04859	1.04915	1.04819	1.04863	6192	0	14
2019.08.14	18:00:00	1.04863	1.04942	1.04824	1.04924	4816	0	13
2019.08.14	19:00:00	1.04924	1.04960	1.04835	1.04878	3660	0	13
2019.08.14	20:00:00	1.04878	1.04991	1.04865	1.04970	3034	0	13
2019.08.14	21:00:00	1.04968	1.04984	1.04826	1.04852	2553	0	9
2019.08.14	22:00:00	1.04861	1.04908	1.04835	1.04839	3157	0	13
2019.08.14	23:00:00	1.04839	1.04873	1.04783	1.04840	1031	0	0
2019.08.15	00:00:00	1.04817	1.04880	1.04810	1.04835	231	0	9
2019.08.15	01:00:00	1.04835	1.04868	1.04771	1.04806	740	0	8
2019.08.15	02:00:00	1.04806	1.04892	1.04782	1.04885	2459	0	15
2019.08.15	03:00:00	1.04885	1.04970	1.04865	1.04931	3815	0	14
2019.08.15	04:00:00	1.04931	1.05203	1.04888	1.05176	4964	0	3
2019.08.15	05:00:00	1.05176	1.05357	1.05173	1.05295	3842	0	15
2019.08.15	06:00:00	1.05295	1.05330	1.05251	1.05254	2466	0	17
2019.08.15	07:00:00	1.05254	1.05273	1.05206	1.05264	2312	0	16
2019.08.15	08:00:00	1.05264	1.05322	1.05243	1.05270	2301	0	11
2019.08.15	09:00:00	1.05270	1.05337	1.05222	1.05245	4003	0	5
2019.08.15	10:00:00	1.05244	1.05296	1.05198	1.05223	3957	0	14
2019.08.15	11:00:00	1.05223	1.05251	1.05168	1.05176	2732	0	14
2019.08.15	12:00:00	1.05173	1.05268	1.05129	1.05223	4939	0	13
2019.08.15	13:00:00	1.05222	1.05248	1.05161	1.05192	4146	0	16
2019.08.15	14:00:00	1.05192	1.05280	1.05188	1.05234	5764	0	8
2019.08.15	15:00:00	1.05234	1.05309	1.05223	1.05287	5813	0	0
2019.08.15	16:00:00	1.05287	1.05304	1.05176	1.05230	6324	0	11
2019.08.15	17:00:00	1.05230	1.05278	1.05088	1.05155	5849	0	4
2019.08.15	18:00:00	1.05155	1.05239	1.05147	1.05233	4356	0	7
2019.08.15	19:00:00	1.05233	1.05266	1.05123	1.05129	2831	0	15
2019.08.15	20:00:00	1.05128	1.05161	1.05055	1.05090	2517	0	7
2019.08.15	21:00:00	1.05090	1.05182	1.05084	1.05147	4357	0	16
2019.08.15	22:00:00	1.05149	1.05184	1.05087	1.05088	2359	0	16
2019.08.15	23:00:00	1.05088	1.05131	1.05062	1.05070	727	0	18
2019.08.16	00:00:00	1.05049	1.05177	1.05046	1.05093	546	0	17
2019.08.16	01:00:00	1.05093	1.05236	1.05087	1.05200	1371	0	8
2019.08.16	02:00:00	1.05200	1.05269	1.05180	1.05242	3109	0	19
2019.08.16	03:00:00	1.05242	1.05359	1.05231	1.05306	3573	0	13
2019.08.16	04:00:00	1.05306	1.05398	1.05303	1.05381	3300	0	14
2019.08.16	05:00:00	1.05381	1.05439	1.05364	1.05425	2812	0	12
2019.08.16	06:00:00	1.05425	1.05480	1.05356	1.05367	2485	0	13
2019.08.16	07:00:00	1.05367	1.05431	1.05327	1.05403	2414	0	15
2019.08.16	08:00:00	1.05403	1.05430	1.05356	1.05356	1982	0	16
2019.08.16	09:00:00	1.05356	1.05438	1.05336	1.05408	2412	0	15
2019.08.16	10:00:00	1.05408	1.05482	1.05392	1.05427	3680	0	10
2019.08.16	11:00:00	1.05427	1.05508	1.05424	1.05496	3255	0	14
2019.08.16	12:00:00	1.05496	1.05501	1.05426	1.05467	3737	0	11
2019.08.16	13:00:00	1.05467	1.05491	1.05377	1.05420	2860	0	10
2019.08.16	14:00:00	1.05420	1.05469	1.05408	1.05430	3446	0	11
2019.08.16	15:00:00	1.05430	1.05463	1.05410	1.05424	3471	0	0
2019.08.16	16:00:00	1.05424	1.05449	1.05316	1.05316	3705	0	5
2019.08.16	17:00:00	1.05316	1.05484	1.05306	1.05378	6360	0	13
2019.08.16	18:00:00	1.05378	1.05484	1.05368	1.05462	3458	0	17
2019.08.16	19:00:00	1.05462	1.05525	1.05441	1.05515	2526	0	12
2019.08.16	20:00:00	1.05515	1.05520	1.05475	1.05502	2177	0	13
2019.08.16	21:00:00	1.05502	1.05531	1.05462	1.05520	1513	0	12
2019.08.16	22:00:00	1.05521	1.05558	1.05476	1.05524	1617	0	8
2019.08.16	23:00:00	1.05524	1.05533	1.05329	1.05338	1242	0	15
2019.08.19	00:00:00	1.04960	1.05574	1.04960	1.05535	509	0	8
2019.08.19	01:00:00	1.05535	1.05579	1.05498	1.05509	1279	0	20
2019.08.19	02:00:00	1.05509	1.05605	1.05505	1.05588	2055	0	17
2019.08.19	03:00:00	1.05588	1.05654	1.05540	1.05637	3451	0	11
2019.08.19	04:00:00	1.05637	1.05685	1.05618	1.05670	3477	0	14
2019.08.19	05:00:00	1.05670	1.05678	1.05557	1.05596	2093	0	14
2019.08.19	06:00:00	1.05596	1.05620	1.05567	1.05612	1694	0	18
2019.08.19	07:00:00	1.05612	1.05653	1.05609	1.05645	2034	0	13
2019.08.19	08:00:00	1.05645	1.05686	1.05600	1.05616	1783	0	14
2019.08.19	09:00:00	1.05616	1.05635	1.05542	1.05565	1580	0	16
2019.08.19	10:00:00	1.05567	1.05632	1.05506	1.05540	2481	0	14
2019.08.19	11:00:00	1.05540	1.05590	1.05492	1.05582	2648	0	13
2019.08.19	12:00:00	1.05582	1.05601	1.05538	1.05580	1742	0	13
2019.08.19	13:00:00	1.05580	1.05633	1.05570	1.05591	1568	0	18
2019.08.19	14:00:00	1.05591	1.05628	1.05565	1.05612	1894	0	17
2019.08.19	15:00:00	1.05612	1.05647	1.05584	1.05596	1832	0	15
2019.08.19	16:00:00	1.05596	1.05650	1.05522	1.05553	2540	0	13
2019.08.19	17:00:00	1.05553	1.05582	1.05387	1.05400	2498	0	14
2019.08.19	18:00:00	1.05401	1.05479	1.05392	1.05472	2146	0	14
2019.08.19	19:00:00	1.05472	1.05563	1.05465	1.05530	1834	0	17
2019.08.19	20:00:00	1.05530	1.05570	1.05518	1.05537	1377	0	16
2019.08.19	21:00:00	1.05537	1.05581	1.05530	1.05556	1872	0	13
2019.08.19	22:00:00	1.05556	1.05611	1.05540	1.05583	1368	0	19
2019.08.19	23:00:00	1.05583	1.05598	1.05469	1.05469	615	0	14
2019.08.20	00:00:00	1.05450	1.05566	1.05446	1.05566	178	0	29
2019.08.20	01:00:00	1.05566	1.05566	1.05509	1.05523	807	0	21
2019.08.20	02:00:00	1.05523	1.05560	1.05465	1.05472	3054	0	14
2019.08.20	03:00:00	1.05472	1.05548	1.05436	1.05445	2836	0	15
2019.08.20	04:00:00	1.05445	1.05597	1.05410	1.05595	3448	0	13
2019.08.20	05:00:00	1.05595	1.05623	1.05566	1.05593	4179	0	13
2019.08.20	06:00:00	1.05593	1.05602	1.05549	1.05568	3201	0	6
2019.08.20	07:00:00	1.05568	1.05609	1.05565	1.05591	1406	0	16
2019.08.20	08:00:00	1.05591	1.05649	1.05584	1.05648	2178	0	14
2019.08.20	09:00:00	1.05648	1.05769	1.05638	1.05768	2914	0	2
2019.08.20	10:00:00	1.05768	1.05818	1.05735	1.05751	2714	0	8
2019.08.20	11:00:00	1.05754	1.05766	1.05710	1.05711	1677	0	15
2019.08.20	12:00:00	1.05711	1.05761	1.05693	1.05704	1456	0	16
2019.08.20	13:00:00	1.05704	1.05777	1.05703	1.05725	1318	0	17
2019.08.20	14:00:00	1.05725	1.05765	1.05715	1.05719	1119	0	15
2019.08.20	15:00:00	1.05719	1.05754	1.05704	1.05746	2126	0	15
2019.08.20	16:00:00	1.05746	1.05767	1.05508	1.05522	3324	0	8
2019.08.20	17:00:00	1.05523	1.05649	1.05519	1.05606	3819	0	13
2019.08.20	18:00:00	1.05606	1.05657	1.05603	1.05619	2319	0	16
2019.08.20	19:00:00	1.05619	1.05659	1.05576	1.05608	1828	0	18
2019.08.20	20:00:00	1.05608	1.05620	1.05551	1.05575	1157	0	17
2019.08.20	21:00:00	1.05575	1.05615	1.05550	1.05592	1309	0	17
2019.08.20	22:00:00	1.05592	1.05624	1.05558	1.05577	1369	0	18
2019.08.20	23:00:00	1.05577	1.05631	1.05573	1.05619	693	0	20
2019.08.21	00:00:00	1.05622	1.05697	1.05619	1.05637	523	0	14
2019.08.21	01:00:00	1.05637	1.05686	1.05612	1.05658	1944	0	18
2019.08.21	02:00:00	1.05658	1.05694	1.05647	1.05680	1350	0	19
2019.08.21	03:00:00	1.05680	1.05743	1.05669	1.05695	1975	0	10
2019.08.21	04:00:00	1.05695	1.05760	1.05688	1.05696	2529	0	16
2019.08.21	05:00:00	1.05696	1.05767	1.05670	1.05762	2530	0	15
2019.08.21	06:00:00	1.05764	1.05786	1.05738	1.05775	1921	0	8
2019.08.21	07:00:00	1.05775	1.05787	1.05748	1.05764	1212	0	17
2019.08.21	08:00:00	1.05764	1.05809	1.05758	1.05760	1382	0	12
2019.08.21	09:00:00	1.05760	1.05882	1.05760	1.05865	2219	0	10
2019.08.21	10:00:00	1.05865	1.05903	1.05857	1.05870	2229	0	11
2019.08.21	11:00:00	1.05870	1.05972	1.05861	1.05964	2305	0	14
2019.08.21	12:00:00	1.05964	1.05991	1.05937	1.05956	1546	0	15
2019.08.21	13:00:00	1.05956	1.05964	1.05874	1.05891	1202	0	14
2019.08.21	14:00:00	1.05891	1.05954	1.05835	1.05939	1522	0	15
2019.08.21	15:00:00	1.05939	1.05967	1.05904	1.05910	2134	0	13
2019.08.21	16:00:00	1.05910	1.05969	1.05875	1.05962	1906	0	14
2019.08.21	17:00:00	1.05962	1.06000	1.05890	1.05907	2618	0	13
2019.08.21	18:00:00	1.05907	1.05963	1.05885	1.05958	2249	0	14
2019.08.21	19:00:00	1.05958	1.05993	1.05918	1.05963	1912	0	17
2019.08.21	20:00:00	1.05965	1.05979	1.05881	1.05903	1278	0	18
2019.08.21	21:00:00	1.05903	1.05987	1.05881	1.05969	3302	0	15
2019.08.21	22:00:00	1.05969	1.06009	1.05886	1.05893	2325	0	15
2019.08.21	23:00:00	1.05893	1.05924	1.05863	1.05870	942	0	17
2019.08.22	00:00:00	1.05870	1.05934	1.05847	1.05924	208	0	21
2019.08.22	01:00:00	1.05924	1.05930	1.05867	1.05927	1150	0	14
2019.08.22	02:00:00	1.05927	1.05957	1.05903	1.05920	1735	0	15
2019.08.22	03:00:00	1.05920	1.05942	1.05852	1.05852	2297	0	15
2019.08.22	04:00:00	1.05852	1.05901	1.05787	1.05793	2165	0	11
2019.08.22	05:00:00	1.05793	1.05873	1.05770	1.05872	1779	0	13
2019.08.22	06:00:00	1.05872	1.06008	1.05860	1.05990	2195	0	11
2019.08.22	07:00:00	1.05990	1.06095	1.05982	1.06048	2565	0	10
2019.08.22	08:00:00	1.06048	1.06066	1.05980	1.06004	2337	0	11
2019.08.22	09:00:00	1.06004	1.06066	1.05927	1.05950	2401	0	14
2019.08.22	10:00:00	1.05951	1.06064	1.05923	1.06035	3892	0	14
2019.08.22	11:00:00	1.06035	1.06055	1.05955	1.05984	2252	0	12
2019.08.22	12:00:00	1.05984	1.06062	1.05966	1.06051	3549	0	15
2019.08.22	13:00:00	1.06051	1.06075	1.05992	1.06026	2258	0	11
2019.08.22	14:00:00	1.06026	1.06075	1.05941	1.06074	2463	0	13
2019.08.22	15:00:00	1.06074	1.06130	1.06069	1.06084	3042	0	16
2019.08.22	16:00:00	1.06084	1.06091	1.05994	1.06039	3541	0	13
2019.08.22	17:00:00	1.06038	1.06134	1.05992	1.06044	5292	0	9
2019.08.22	18:00:00	1.06044	1.06089	1.06007	1.06027	3117	0	17
2019.08.22	19:00:00	1.06027	1.06082	1.06020	1.06064	2100	0	16
2019.08.22	20:00:00	1.06064	1.06116	1.06056	1.06088	1378	0	18
2019.08.22	21:00:00	1.06088	1.06143	1.06058	1.06143	1682	0	16
2019.08.22	22:00:00	1.06143	1.06154	1.06103	1.06114	1496	0	16
2019.08.22	23:00:00	1.06115	1.06134	1.06078	1.06101	686	0	15
2019.08.23	00:00:00	1.06103	1.06134	1.05975	1.06077	409	0	7
2019.08.23	01:00:00	1.06077	1.06105	1.06036	1.06098	1006	0	21
2019.08.23	02:00:00	1.06098	1.06101	1.05679	1.05722	2819	0	6
2019.08.23	03:00:00	1.05722	1.05799	1.05721	1.05733	2341	0	15
2019.08.23	04:00:00	1.05733	1.05827	1.05711	1.05813	3755	0	12
2019.08.23	05:00:00	1.05815	1.05817	1.05727	1.05780	3218	0	13
2019.08.23	06:00:00	1.05780	1.05793	1.05724	1.05724	1639	0	16
2019.08.23	07:00:00	1.05724	1.05771	1.05714	1.05744	1264	0	15
2019.08.23	08:00:00	1.05744	1.05781	1.05722	1.05780	1838	0	10
2019.08.23	09:00:00	1.05780	1.05783	1.05685	1.05715	1646	0	15
2019.08.23	10:00:00	1.05715	1.05869	1.05712	1.05841	2664	0	13
2019.08.23	11:00:00	1.05841	1.05890	1.05806	1.05872	1826	0	15
2019.08.23	12:00:00	1.05872	1.05983	1.05872	1.05938	2222	0	15
2019.08.23	13:00:00	1.05939	1.05974	1.05884	1.05970	2362	0	11
2019.08.23	14:00:00	1.05970	1.05995	1.05904	1.05934	1566	0	14
2019.08.23	15:00:00	1.05934	1.05934	1.05731	1.05765	6628	0	8
2019.08.23	16:00:00	1.05765	1.05787	1.05714	1.05738	3477	0	15
2019.08.23	17:00:00	1.05738	1.05832	1.05644	1.05741	8247	0	4
2019.08.23	18:00:00	1.05741	1.05753	1.05471	1.05523	8948	0	8
2019.08.23	19:00:00	1.05523	1.05585	1.05508	1.05519	4655	0	14
2019.08.23	20:00:00	1.05519	1.05633	1.05514	1.05587	4474	0	16
2019.08.23	21:00:00	1.05587	1.05664	1.05553	1.05645	3121	0	10
2019.08.23	22:00:00	1.05645	1.05666	1.05616	1.05647	2442	0	9
2019.08.23	23:00:00	1.05647	1.05659	1.05382	1.05383	1134	0	16
2019.08.26	00:00:00	1.05380	1.05557	1.05370	1.05489	226	0	21
2019.08.26	01:00:00	1.05489	1.05580	1.05395	1.05432	4950	0	3
2019.08.26	02:00:00	1.05432	1.05478	1.05383	1.05429	6072	0	9
2019.08.26	03:00:00	1.05429	1.05467	1.05308	1.05315	5101	0	11
2019.08.26	04:00:00	1.05315	1.05456	1.05307	1.05450	6602	0	9
2019.08.26	05:00:00	1.05450	1.05539	1.05390	1.05514	5946	0	11
2019.08.26	06:00:00	1.05514	1.05631	1.05513	1.05620	4564	0	14
2019.08.26	07:00:00	1.05618	1.05629	1.05512	1.05553	4066	0	13
2019.08.26	08:00:00	1.05553	1.05567	1.05491	1.05553	3530	0	12
2019.08.26	09:00:00	1.05553	1.05803	1.05539	1.05741	4126	0	0
2019.08.26	10:00:00	1.05741	1.05984	1.05729	1.05955	8344	0	11
2019.08.26	11:00:00	1.05955	1.06036	1.05939	1.06023	4614	0	11
2019.08.26	12:00:00	1.06024	1.06085	1.05980	1.06012	5201	0	12
2019.08.26	13:00:00	1.06011	1.06069	1.06007	1.06063	4166	0	15
2019.08.26	14:00:00	1.06063	1.06074	1.06017	1.06026	3304	0	13
2019.08.26	15:00:00	1.06026	1.06119	1.06024	1.06085	3944	0	12
2019.08.26	16:00:00	1.06085	1.06104	1.06029	1.06038	4918	0	16
2019.08.26	17:00:00	1.06038	1.06080	1.05987	1.05995	5498	0	18
2019.08.26	18:00:00	1.05995	1.06040	1.05952	1.06016	5423	0	16
2019.08.26	19:00:00	1.06016	1.06044	1.05999	1.06026	1887	0	17
2019.08.26	20:00:00	1.06026	1.06097	1.06024	1.06070	1577	0	18
2019.08.26	21:00:00	1.06070	1.06110	1.06001	1.06106	2603	0	17
2019.08.26	22:00:00	1.06106	1.06115	1.06066	1.06084	2939	0	17
2019.08.26	23:00:00	1.06083	1.06128	1.05886	1.05886	1006	0	10
2019.08.27	00:00:00	1.05860	1.06005	1.05853	1.05974	569	0	22
2019.08.27	01:00:00	1.05974	1.06042	1.05968	1.06013	649	0	15
2019.08.27	02:00:00	1.06013	1.06047	1.05955	1.06004	1608	0	10
2019.08.27	03:00:00	1.06004	1.06120	1.06004	1.06097	2123	0	14
2019.08.27	04:00:00	1.06097	1.06121	1.06065	1.06091	2896	0	14
2019.08.27	05:00:00	1.06091	1.06099	1.05998	1.06096	2329	0	14
2019.08.27	06:00:00	1.06096	1.06111	1.06035	1.06082	2526	0	10
2019.08.27	07:00:00	1.06082	1.06157	1.06057	1.06137	2257	0	14
2019.08.27	08:00:00	1.06137	1.06145	1.06063	1.06063	2344	0	10
2019.08.27	09:00:00	1.06063	1.06130	1.06051	1.06091	2492	0	16
2019.08.27	10:00:00	1.06091	1.06108	1.05956	1.05968	3388	0	15
2019.08.27	11:00:00	1.05968	1.05978	1.05926	1.05961	2450	0	12
2019.08.27	12:00:00	1.05961	1.06022	1.05950	1.06011	2994	0	12
2019.08.27	13:00:00	1.06011	1.06097	1.06008	1.06085	2636	0	15
2019.08.27	14:00:00	1.06085	1.06121	1.06042	1.06113	1912	0	18
2019.08.27	15:00:00	1.06113	1.06125	1.06028	1.06041	2203	0	16
2019.08.27	16:00:00	1.06041	1.06151	1.06034	1.06144	3528	0	14
2019.08.27	17:00:00	1.06144	1.06207	1.06114	1.06175	4315	0	14
2019.08.27	18:00:00	1.06174	1.06196	1.06130	1.06146	3121	0	12
2019.08.27	19:00:00	1.06146	1.06205	1.06121	1.06136	3181	0	15
2019.08.27	20:00:00	1.06136	1.06154	1.06104	1.06142	1758	0	16
2019.08.27	21:00:00	1.06142	1.06193	1.06132	1.06170	1033	0	17
2019.08.27	22:00:00	1.06173	1.06180	1.06090	1.06125	1164	0	10
2019.08.27	23:00:00	1.06125	1.06153	1.06090	1.06108	827	0	13
2019.08.28	00:00:00	1.06101	1.06148	1.06068	1.06084	227	0	21
2019.08.28	01:00:00	1.06084	1.06137	1.06081	1.06130	2148	0	17
2019.08.28	02:00:00	1.06130	1.06151	1.06055	1.06126	2627	0	13
2019.08.28	03:00:00	1.06129	1.06235	1.06125	1.06135	3625	0	11
2019.08.28	04:00:00	1.06135	1.06228	1.06036	1.06070	5380	0	0
2019.08.28	05:00:00	1.06070	1.06155	1.06064	1.06117	3450	0	16
2019.08.28	06:00:00	1.06117	1.06163	1.06071	1.06160	2489	0	14
2019.08.28	07:00:00	1.06160	1.06333	1.06157	1.06325	1792	0	11
2019.08.28	08:00:00	1.06325	1.06457	1.06321	1.06366	2217	0	10
2019.08.28	09:00:00	1.06369	1.06378	1.06280	1.06319	2023	0	2
2019.08.28	10:00:00	1.06319	1.06359	1.06270	1.06319	2715	0	13
2019.08.28	11:00:00	1.06319	1.06398	1.06304	1.06312	3711	0	13
2019.08.28	12:00:00	1.06312	1.06385	1.06306	1.06342	2841	0	12
2019.08.28	13:00:00	1.06342	1.06351	1.06140	1.06157	1758	0	14
2019.08.28	14:00:00	1.06157	1.06197	1.06115	1.06192	1478	0	13
2019.08.28	15:00:00	1.06192	1.06301	1.06175	1.06289	2569	0	16
2019.08.28	16:00:00	1.06289	1.06384	1.06278	1.06375	3694	0	9
2019.08.28	17:00:00	1.06374	1.06390	1.06277	1.06311	4478	0	12
2019.08.28	18:00:00	1.06311	1.06457	1.06289	1.06446	2770	0	10
2019.08.28	19:00:00	1.06446	1.06495	1.06397	1.06421	2049	0	13
2019.08.28	20:00:00	1.06421	1.06434	1.06363	1.06387	2004	0	8
2019.08.28	21:00:00	1.06387	1.06393	1.06308	1.06314	1280	0	18
2019.08.28	22:00:00	1.06311	1.06346	1.06262	1.06276	1984	0	14
2019.08.28	23:00:00	1.06276	1.06315	1.06250	1.06250	715	0	18
2019.08.29	00:00:00	1.06250	1.06291	1.06109	1.06279	346	0	14
2019.08.29	01:00:00	1.06279	1.06335	1.06264	1.06310	1905	0	21
2019.08.29	02:00:00	1.06310	1.06349	1.06253	1.06349	1909	0	15
2019.08.29	03:00:00	1.06349	1.06446	1.06337	1.06345	4270	0	13
2019.08.29	04:00:00	1.06345	1.06589	1.06345	1.06507	5877	0	10
2019.08.29	05:00:00	1.06507	1.06533	1.06439	1.06530	2812	0	13
2019.08.29	06:00:00	1.06530	1.06630	1.06519	1.06562	2437	0	12
2019.08.29	07:00:00	1.06564	1.06625	1.06561	1.06620	1750	0	13
2019.08.29	08:00:00	1.06620	1.06620	1.06554	1.06555	2470	0	14
2019.08.29	09:00:00	1.06555	1.06564	1.06363	1.06373	2561	0	11
2019.08.29	10:00:00	1.06373	1.06532	1.06348	1.06442	5251	0	13
2019.08.29	11:00:00	1.06442	1.06474	1.06367	1.06368	4419	0	10
2019.08.29	12:00:00	1.06368	1.06390	1.06295	1.06352	3160	0	17
2019.08.29	13:00:00	1.06352	1.06388	1.06284	1.06294	3020	0	12
2019.08.29	14:00:00	1.06294	1.06392	1.06275	1.06389	1962	0	17
2019.08.29	15:00:00	1.06389	1.06457	1.06364	1.06374	3040	0	10
2019.08.29	16:00:00	1.06374	1.06502	1.06318	1.06476	3935	0	17
2019.08.29	17:00:00	1.06476	1.06542	1.06460	1.06516	4157	0	11
2019.08.29	18:00:00	1.06516	1.06598	1.06471	1.06569	2995	0	12
2019.08.29	19:00:00	1.06569	1.06626	1.06561	1.06585	1834	0	17
2019.08.29	20:00:00	1.06585	1.06614	1.06565	1.06599	2018	0	19
2019.08.29	21:00:00	1.06599	1.06694	1.06586	1.06621	1675	0	12
2019.08.29	22:00:00	1.06619	1.06634	1.06556	1.06626	982	0	10
2019.08.29	23:00:00	1.06626	1.06635	1.06539	1.06573	682	0	16
2019.08.30	00:00:00	1.06550	1.06670	1.06388	1.06572	346	0	29
2019.08.30	01:00:00	1.06573	1.06629	1.06519	1.06593	1592	0	15
2019.08.30	02:00:00	1.06593	1.06623	1.06567	1.06619	3448	0	13
2019.08.30	03:00:00	1.06619	1.06668	1.06592	1.06603	4697	0	13
2019.08.30	04:00:00	1.06604	1.06749	1.06544	1.06600	5681	0	0
2019.08.30	05:00:00	1.06598	1.06693	1.06594	1.06601	2872	0	7
2019.08.30	06:00:00	1.06601	1.06646	1.06566	1.06640	1679	0	15
2019.08.30	07:00:00	1.06640	1.06641	1.06565	1.06617	1479	0	14
2019.08.30	08:00:00	1.06617	1.06659	1.06591	1.06611	1809	0	15
2019.08.30	09:00:00	1.06611	1.06621	1.06542	1.06603	2813	0	16
2019.08.30	10:00:00	1.06603	1.06689	1.06596	1.06663	3349	0	15
2019.08.30	11:00:00	1.06663	1.06665	1.06603	1.06631	2303	0	16
2019.08.30	12:00:00	1.06631	1.06663	1.06581	1.06611	2491	0	16
2019.08.30	13:00:00	1.06610	1.06659	1.06602	1.06659	1531	0	17
2019.08.30	14:00:00	1.06658	1.06672	1.06608	1.06649	1790	0	16
2019.08.30	15:00:00	1.06649	1.06759	1.06626	1.06710	2902	0	14
2019.08.30	16:00:00	1.06710	1.06721	1.06579	1.06620	2891	0	14
2019.08.30	17:00:00	1.06620	1.06832	1.06551	1.06795	4355	0	10
2019.08.30	18:00:00	1.06798	1.06868	1.06758	1.06837	4348	0	10
2019.08.30	19:00:00	1.06837	1.06899	1.06834	1.06866	1796	0	17
2019.08.30	20:00:00	1.06866	1.06914	1.06865	1.06887	2364	0	16
2019.08.30	21:00:00	1.06887	1.06926	1.06881	1.06901	1294	0	16
2019.08.30	22:00:00	1.06903	1.06910	1.06797	1.06861	1841	0	16
2019.08.30	23:00:00	1.06861	1.06883	1.06386	1.06406	963	0	16
2019.09.02	00:00:00	1.06551	1.06806	1.06551	1.06706	696	0	33
2019.09.02	01:00:00	1.06706	1.06775	1.06663	1.06730	1848	0	18
2019.09.02	02:00:00	1.06730	1.06799	1.06711	1.06753	1814	0	14
2019.09.02	03:00:00	1.06753	1.06848	1.06752	1.06788	2082	0	11
2019.09.02	04:00:00	1.06788	1.06851	1.06690	1.06722	4344	0	10
2019.09.02	05:00:00	1.06722	1.06741	1.06641	1.06661	2169	0	12
2019.09.02	06:00:00	1.06661	1.06670	1.06590	1.06669	2000	0	14
2019.09.02	07:00:00	1.06670	1.06689	1.06639	1.06643	930	0	9
2019.09.02	08:00:00	1.06643	1.06663	1.06609	1.06654	1354	0	19
2019.09.02	09:00:00	1.06654	1.06739	1.06648	1.06709	1067	0	17
2019.09.02	10:00:00	1.06709	1.06745	1.06629	1.06654	1708	0	11
2019.09.02	11:00:00	1.06654	1.06667	1.06557	1.06562	1900	0	15
2019.09.02	12:00:00	1.06562	1.06574	1.06513	1.06532	1960	0	15
2019.09.02	13:00:00	1.06532	1.06533	1.06431	1.06431	1604	0	13
2019.09.02	14:00:00	1.06431	1.06473	1.06430	1.06463	1379	0	16
2019.09.02	15:00:00	1.06463	1.06494	1.06451	1.06471	1287	0	17
2019.09.02	16:00:00	1.06471	1.06509	1.06458	1.06486	1204	0	16
2019.09.02	17:00:00	1.06486	1.06535	1.06423	1.06524	1743	0	11
2019.09.02	18:00:00	1.06524	1.06527	1.06390	1.06420	1910	0	18
2019.09.02	19:00:00	1.06420	1.06450	1.06397	1.06449	913	0	19
