<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.10.20	1.06660	1.07646	1.06398	1.07453	93232	73007551000	51
2015.10.21	1.07472	1.07998	1.07102	1.07417	101818	84232781000	51
2015.10.22	1.07366	1.07480	1.05954	1.06070	102643	87174797500	51
2015.10.23	1.05958	1.07132	1.05704	1.06776	108006	88830103500	51
2015.10.26	1.06789	1.07319	1.06606	1.06875	92567	85974850000	51
2015.10.27	1.06873	1.07047	1.06068	1.06337	92735	67674953000	51
2015.10.28	1.06337	1.07091	1.05249	1.06206	113404	78602494000	51
2015.10.29	1.06221	1.06854	1.05534	1.05742	102221	71736818500	16
2015.10.30	1.05745	1.05799	1.04945	1.05218	104461	74432200000	16
2015.11.02	1.05683	1.06110	1.05176	1.05899	107817	89728801000	51
2015.11.03	1.05896	1.07949	1.05280	1.07836	121662	98846645000	51
2015.11.04	1.07836	1.08801	1.07691	1.08314	117309	85728996000	51
2015.11.05	1.08332	1.08499	1.07794	1.08033	109394	80779289000	51
2015.11.06	1.07972	1.08469	1.07819	1.07837	118760	85031598000	51
2015.11.09	1.07695	1.07984	1.07415	1.07840	103233	73463552000	47
2015.11.10	1.07749	1.08219	1.07251	1.07604	98644	70003253000	51
2015.11.11	1.07575	1.07775	1.07278	1.07605	105021	86284446000	51
2015.11.12	1.07551	1.09163	1.07537	1.08851	134269	101297268720	51
2015.11.13	1.08817	1.09476	1.08787	1.08863	101956	76925428000	51
2015.11.16	1.08632	1.09639	1.08588	1.09209	97778	66330536000	51
2015.11.17	1.09193	1.10285	1.09171	1.09865	112984	73138397000	51
2015.11.18	1.09810	1.10115	1.09332	1.09818	110230	69666737000	51
2015.11.19	1.09852	1.10167	1.09350	1.09539	127991	86933245701	34
2015.11.20	1.09457	1.10365	1.09105	1.10183	123041	85831444000	51
2015.11.23	1.10083	1.10632	1.09988	1.10243	126978	102182290000	51
2015.11.24	1.10238	1.10844	1.10137	1.10656	122498	85539400000	51
2015.11.25	1.10671	1.10837	1.10170	1.10188	128429	87202171000	51
2015.11.26	1.10204	1.10393	1.09525	1.09928	114891	89153405500	51
2015.11.27	1.09919	1.10288	1.09742	1.09989	103737	77798957000	51
2015.11.30	1.09996	1.10203	1.09692	1.09692	109795	80538650000	51
2015.12.01	1.09629	1.09891	1.09216	1.09630	134173	92635475000	51
2015.12.02	1.09604	1.10271	1.09530	1.10008	146259	102227215000	51
2015.12.03	1.09993	1.10479	1.09643	1.09676	161818	124437390500	51
2015.12.04	1.09662	1.10207	1.08641	1.08661	150686	121251419000	51
2015.12.07	1.08761	1.09576	1.08761	1.09328	119902	103890484000	51
2015.12.08	1.09285	1.09467	1.08405	1.08587	117496	96081788000	51
2015.12.09	1.08557	1.09266	1.07051	1.07498	137648	118259770500	51
2015.12.10	1.07549	1.08407	1.07022	1.07754	124955	96791486235	51
2015.12.11	1.07787	1.07821	1.06803	1.06803	96337	61686580000	51
2015.12.14	1.07151	1.07427	1.06607	1.07129	99187	65301089000	51
2015.12.15	1.07159	1.07208	1.06090	1.06250	107352	66406090000	51
2015.12.16	1.06208	1.06933	1.06152	1.06415	110101	69590174000	51
2015.12.17	1.06223	1.06815	1.05814	1.06272	106137	73257640000	34
2015.12.18	1.06287	1.06770	1.06138	1.06366	97211	72857450000	51
2015.12.21	1.06487	1.06558	1.05924	1.06217	65244	47480348000	51
2015.12.22	1.06201	1.06342	1.05804	1.06241	71418	47456410000	51
2015.12.23	1.06228	1.06759	1.06033	1.06432	78775	51062505000	51
2015.12.24	1.06216	1.06788	1.06174	1.06270	45423	30785700000	51
2015.12.28	1.06350	1.06462	1.05820	1.05837	45969	30029749000	42
2015.12.29	1.05769	1.06204	1.05647	1.06128	57127	39862560500	51
2015.12.30	1.06104	1.06642	1.06055	1.06485	62955	43236750000	34
2015.12.31	1.06387	1.06880	1.06153	1.06556	55981	38536400000	34
2016.01.04	1.06595	1.07069	1.06183	1.06470	97634	67236196000	51
2016.01.05	1.06396	1.07157	1.06281	1.06772	95983	62581700000	34
2016.01.06	1.06733	1.07263	1.06224	1.06428	119450	76011382359	34
2016.01.07	1.06434	1.06628	1.05359	1.05704	134254	92061372560	18
2016.01.08	1.05693	1.06608	1.05653	1.06170	121921	84093491000	51
2016.01.11	1.06338	1.06977	1.06236	1.06575	126673	77556741000	34
2016.01.12	1.06582	1.07172	1.06212	1.06771	118108	90643584000	34
2016.01.13	1.06702	1.07173	1.06512	1.06696	111402	82409705884	34
2016.01.14	1.06701	1.07970	1.06580	1.07875	135645	104357424000	34
2016.01.15	1.07690	1.08071	1.06054	1.06085	133021	97894009000	18
2016.01.18	1.06581	1.06932	1.06271	1.06342	126819	103811009000	51
2016.01.19	1.06322	1.07840	1.06245	1.07664	144164	103252853000	51
2016.01.20	1.07662	1.08386	1.07192	1.07393	162046	118458792564	51
2016.01.21	1.07298	1.07749	1.06836	1.07114	158036	112450461853	34
2016.01.22	1.07129	1.08339	1.06982	1.07825	126739	93075820739	51
2016.01.25	1.07767	1.08269	1.07348	1.07683	118848	91322342935	34
2016.01.26	1.07683	1.08112	1.07503	1.07744	122310	95250018003	34
2016.01.27	1.07744	1.09278	1.07473	1.09213	155051	118860674994	34
2016.01.28	1.09148	1.09661	1.08975	1.09265	139031	101554898020	16
2016.01.29	1.09201	1.09717	1.08968	1.09180	158733	120165935919	51
2016.02.01	1.09039	1.09427	1.08380	1.08585	122595	86470693870	51
2016.02.02	1.08543	1.09036	1.07689	1.08003	130721	98737375034	51
2016.02.03	1.08004	1.08044	1.06477	1.07406	146465	111664301565	40
2016.02.04	1.07368	1.07863	1.06874	1.07042	143449	130800000626	17
2016.02.05	1.07042	1.07437	1.06467	1.06485	125193	107311890000	51
2016.02.08	1.06656	1.07158	1.06607	1.06897	125010	97841400000	51
2016.02.09	1.06862	1.07114	1.05870	1.06526	152510	119084578000	51
2016.02.10	1.06475	1.06857	1.06049	1.06090	151153	113137568000	51
2016.02.11	1.06077	1.06605	1.05689	1.05797	171238	117064230000	51
2016.02.12	1.05795	1.07354	1.05646	1.06829	133604	91528477000	51
2016.02.15	1.07254	1.07625	1.07074	1.07308	138159	95264349000	51
2016.02.16	1.07292	1.08709	1.07244	1.08042	141000	101865186000	51
2016.02.17	1.08042	1.08321	1.07731	1.08239	136591	89531298000	51
2016.02.18	1.08239	1.08270	1.07404	1.07678	128123	80299795000	51
2016.02.19	1.07677	1.07795	1.07204	1.07736	113925	76806350000	35
2016.02.22	1.07636	1.07960	1.07424	1.07829	115773	71337951000	51
2016.02.23	1.07808	1.08461	1.07682	1.08348	125000	89068100000	51
2016.02.24	1.08356	1.08720	1.07951	1.07994	134659	101984590000	51
2016.02.25	1.07986	1.08076	1.07492	1.07573	133715	95449450000	51
2016.02.26	1.07550	1.07644	1.06688	1.07347	124925	84279748000	51
2016.02.29	1.08059	1.08551	1.07888	1.08299	134208	90172394000	51
2016.03.01	1.08266	1.08504	1.07616	1.08146	139289	91387998000	41
2016.03.02	1.08171	1.09719	1.07956	1.09229	158169	135350522500	51
2016.03.03	1.09160	1.09576	1.09004	1.09246	144006	110267683000	34
2016.03.04	1.09263	1.09525	1.08913	1.08965	138851	90521770000	51
2016.03.07	1.09017	1.10252	1.08898	1.09783	115213	81013275000	51
2016.03.08	1.09777	1.10361	1.09542	1.10235	126150	89870284500	51
2016.03.09	1.10205	1.12637	1.09910	1.12449	139572	90999098000	51
2016.03.10	1.12452	1.12825	1.11478	1.11736	159951	101951430000	51
2016.03.11	1.11796	1.12419	1.11414	1.12010	123977	74765949000	51
2016.03.14	1.12119	1.12671	1.11891	1.12524	132615	83928312000	51
2016.03.15	1.12519	1.13138	1.12102	1.12854	124738	76628048000	34
2016.03.16	1.12852	1.13158	1.11573	1.11819	122886	76909738000	34
2016.03.17	1.11820	1.12576	1.11440	1.11682	154239	88328376000	51
2016.03.18	1.11679	1.12200	1.11556	1.11790	125199	77012935000	51
2016.03.21	1.11840	1.12406	1.11803	1.11959	122615	77953709000	51
2016.03.22	1.11982	1.12963	1.11871	1.12790	128169	75815278000	51
2016.03.23	1.12786	1.13314	1.12124	1.12295	112953	64968636000	51
2016.03.24	1.12298	1.12380	1.11818	1.12257	101508	60949510000	51
2016.03.25	1.12244	1.12475	1.11986	1.12016	60468	43321554000	51
2016.03.28	1.12344	1.12503	1.11997	1.12188	60900	45846423000	51
2016.03.29	1.12144	1.12188	1.11042	1.11283	132148	102523347000	51
2016.03.30	1.11209	1.11416	1.10436	1.10769	157580	114879542000	51
2016.03.31	1.10767	1.11046	1.10619	1.10793	134489	85624844000	51
2016.04.01	1.10787	1.11394	1.10698	1.11108	125490	93500005000	34
2016.04.04	1.11240	1.11377	1.10760	1.11207	109523	73399375000	51
2016.04.05	1.11217	1.11995	1.10674	1.10857	134843	103443895000	51
2016.04.06	1.10795	1.11396	1.10747	1.11266	126162	84082668000	34
2016.04.07	1.11258	1.11626	1.10649	1.10713	141284	97739857000	51
2016.04.08	1.10709	1.11285	1.10639	1.10723	114075	80810864000	51
2016.04.11	1.10694	1.11033	1.10491	1.10709	114900	73283420000	51
2016.04.12	1.10681	1.11226	1.10505	1.10918	125777	86807164000	51
2016.04.13	1.10918	1.11034	1.10321	1.10568	133058	94602994000	36
2016.04.14	1.10550	1.12372	1.10520	1.12357	127085	86226770000	51
2016.04.15	1.12357	1.12357	1.11240	1.11493	113720	85395482000	51
2016.04.18	1.11054	1.11837	1.10616	1.11471	131433	88002527000	51
2016.04.19	1.11476	1.11476	1.10699	1.10860	113061	72785983002	51
2016.04.20	1.10851	1.11880	1.10745	1.11666	125232	72002570000	51
2016.04.21	1.11615	1.12339	1.11576	1.11891	129133	85793928000	51
2016.04.22	1.11881	1.12640	1.11870	1.12421	112186	72408676040	51
2016.04.25	1.12245	1.12694	1.12074	1.12462	82617	56782999000	34
2016.04.26	1.12463	1.12507	1.11968	1.12258	96492	62667288000	51
2016.04.27	1.12225	1.12496	1.10553	1.10766	120739	80597789000	40
2016.04.28	1.09973	1.10218	1.09218	1.09475	120855	77316841000	34
2016.04.29	1.09438	1.09924	1.08767	1.08919	104959	77629241000	51
2016.05.02	1.08838	1.09244	1.08416	1.09159	97457	74304969000	51
2016.05.03	1.09101	1.09471	1.07873	1.08204	133450	95819404000	34
2016.05.04	1.08169	1.08891	1.08021	1.08256	136494	94737910000	51
2016.05.05	1.08274	1.08725	1.08255	1.08403	106419	76746049000	51
2016.05.06	1.08376	1.08554	1.07337	1.07603	116713	81056022000	51
2016.05.09	1.07587	1.08205	1.07485	1.08044	95607	66257108000	48
2016.05.10	1.08034	1.09189	1.07914	1.08905	108775	82041730000	51
2016.05.11	1.08767	1.08823	1.07955	1.08088	107973	93344869000	51
2016.05.12	1.08118	1.08164	1.07222	1.07330	104194	100680610000	34
2016.05.13	1.07332	1.07429	1.06997	1.07213	111560	104585894000	51
2016.05.16	1.07129	1.07807	1.07085	1.07315	86687	81471210000	51
2016.05.17	1.07311	1.08048	1.07239	1.07484	108677	101073853000	51
2016.05.18	1.07492	1.07685	1.07128	1.07217	120801	96524278000	51
2016.05.19	1.07213	1.07317	1.06499	1.07143	118471	86284306000	51
2016.05.20	1.07160	1.07209	1.06617	1.06643	82215	61248750000	51
2016.05.23	1.06484	1.06834	1.06177	1.06746	91487	71485632000	51
2016.05.24	1.06768	1.07318	1.06292	1.06557	102490	74278332000	51
2016.05.25	1.06565	1.06936	1.06267	1.06735	102927	82706628000	51
2016.05.26	1.06699	1.07457	1.06617	1.07160	97466	76318870000	51
2016.05.27	1.07151	1.07335	1.06926	1.07245	80048	61405899000	34
2016.05.30	1.07231	1.07365	1.06992	1.07242	62003	46201132000	51
2016.05.31	1.07261	1.07740	1.06732	1.06859	106950	97940996000	51
2016.06.01	1.06848	1.07372	1.06243	1.06393	122346	110790231000	38
2016.06.02	1.06382	1.06469	1.05858	1.06107	110635	103307603000	34
2016.06.03	1.06081	1.06221	1.05243	1.05847	116081	105130456698	51
2016.06.06	1.05951	1.06416	1.05605	1.06354	104284	99091584000	51
2016.06.07	1.06276	1.07369	1.06276	1.06806	102781	90997879000	51
2016.06.08	1.06814	1.07153	1.06297	1.06360	107655	99366875000	51
2016.06.09	1.05232	1.05748	1.04066	1.04526	118934	106893962000	16
2016.06.10	1.04523	1.04748	1.04122	1.04489	102254	95097635000	51
2016.06.13	1.04536	1.04910	1.04389	1.04573	108518	93631726000	35
2016.06.14	1.04535	1.05276	1.04509	1.05174	110515	102047597000	51
2016.06.15	1.05176	1.05453	1.04863	1.05245	118708	109902536000	34
2016.06.16	1.05245	1.05294	1.04147	1.04448	135001	120411722000	51
2016.06.17	1.04433	1.04908	1.04387	1.04548	108610	101633137000	36
2016.06.20	1.05012	1.05044	1.04531	1.04616	92662	86572283000	51
2016.06.21	1.04620	1.05144	1.04458	1.04567	90362	79258131000	51
2016.06.22	1.04565	1.04759	1.04400	1.04601	86202	87008629000	34
2016.06.23	1.04497	1.05008	1.04478	1.04901	100180	91060079000	51
2016.06.24	1.04803	1.05287	1.04192	1.04493	181695	155625336819	51
2016.06.27	1.04808	1.05076	1.04457	1.04688	138241	116891668000	51
2016.06.28	1.04628	1.04971	1.04477	1.04751	99604	85827188000	51
2016.06.29	1.04639	1.04844	1.04300	1.04670	103223	94497269000	51
2016.06.30	1.04608	1.04973	1.04345	1.04369	120530	99943205000	51
2016.07.01	1.04273	1.04650	1.04121	1.04493	85604	72958602000	51
2016.07.04	1.03805	1.04607	1.03778	1.04319	74864	64763680000	51
2016.07.05	1.04173	1.04601	1.04050	1.04281	102818	82982389000	51
2016.07.06	1.04282	1.05443	1.04232	1.05384	129510	111774572000	51
2016.07.07	1.05290	1.05480	1.03391	1.03421	122840	105639615000	51
2016.07.08	1.03425	1.03767	1.03098	1.03446	103320	81100318000	51
2016.07.11	1.03523	1.04383	1.03493	1.04281	93727	74796964000	51
2016.07.12	1.04269	1.04693	1.03731	1.04335	111382	97766767000	51
2016.07.13	1.04305	1.04831	1.04095	1.04510	111416	101332292000	51
2016.07.14	1.04517	1.06259	1.04333	1.05967	118146	105018253000	51
2016.07.15	1.05968	1.06992	1.05855	1.06416	107862	97887835000	51
2016.07.18	1.06265	1.07401	1.06134	1.06636	84510	78658790000	51
2016.07.19	1.06646	1.07690	1.06261	1.06364	99255	90531105000	34
2016.07.20	1.06356	1.06746	1.06082	1.06329	82010	78701269000	40
2016.07.21	1.06726	1.07525	1.06381	1.07059	106293	94434627000	39
2016.07.22	1.07063	1.07248	1.06543	1.06565	85858	73311272000	51
2016.07.25	1.06609	1.07246	1.06521	1.06727	80348	70627637000	51
2016.07.26	1.06723	1.06958	1.06257	1.06320	91844	76361565000	34
2016.07.27	1.06294	1.07219	1.05702	1.05804	116550	107114178000	51
2016.07.28	1.05828	1.06332	1.05660	1.06045	88851	73958664000	51
2016.07.29	1.05966	1.06238	1.05169	1.05335	100890	83062877810	34
2016.08.01	1.05264	1.05547	1.04990	1.05006	77970	67565937000	37
2016.08.02	1.05009	1.05378	1.04365	1.04999	106833	95246804709	51
2016.08.03	1.05033	1.06167	1.04633	1.05928	96980	91515791000	51
2016.08.04	1.05954	1.06333	1.05864	1.06270	99043	92434794000	51
2016.08.05	1.06277	1.06771	1.06020	1.06641	92096	79861011000	51
2016.08.08	1.06614	1.07414	1.06522	1.07125	76168	69872963000	34
2016.08.09	1.07127	1.07410	1.06799	1.07027	77997	71619342000	34
2016.08.10	1.07029	1.07118	1.06592	1.06672	94665	77224678000	37
2016.08.11	1.06352	1.06944	1.05312	1.06735	93513	81392955000	34
2016.08.12	1.06741	1.06976	1.06154	1.06215	89325	86972547000	51
2016.08.15	1.06365	1.06716	1.06233	1.06428	72047	65701099000	51
2016.08.16	1.06249	1.06510	1.05649	1.05671	111666	100697457000	51
2016.08.17	1.05628	1.05789	1.05061	1.05505	106110	104174010000	51
2016.08.18	1.05498	1.05760	1.05171	1.05439	107480	107041979000	34
2016.08.19	1.05318	1.05491	1.04731	1.04793	88001	81816847000	51
2016.08.22	1.04792	1.05249	1.04459	1.04875	92700	86092049000	34
2016.08.23	1.04667	1.04869	1.04097	1.04394	93685	85890013000	34
2016.08.24	1.04358	1.04662	1.03999	1.04097	96618	83743392000	47
2016.08.25	1.04053	1.04335	1.03907	1.04264	77263	63360198000	51
2016.08.26	1.04196	1.04648	1.04111	1.04363	108412	88209027000	51
2016.08.29	1.04443	1.04565	1.04183	1.04345	89505	72991685000	51
2016.08.30	1.04218	1.04513	1.03943	1.03978	86802	72370132000	51
2016.08.31	1.03907	1.04039	1.03476	1.03646	97118	67950376000	51
2016.09.01	1.03593	1.03984	1.03435	1.03639	102443	77445360000	51
2016.09.02	1.03633	1.03844	1.03317	1.03598	109445	81379873000	50
2016.09.05	1.03918	1.03944	1.03524	1.03731	80163	63452207000	51
2016.09.06	1.03757	1.04321	1.03428	1.03602	104988	85297851000	51
2016.09.07	1.03608	1.03705	1.02612	1.02920	102321	65023190000	48
2016.09.08	1.02955	1.03678	1.02702	1.03254	110019	87852441000	51
2016.09.09	1.03245	1.03456	1.02723	1.02723	104274	80942889000	34
2016.09.12	1.02960	1.03016	1.02651	1.02863	109174	83881079000	48
2016.09.13	1.02861	1.03083	1.02530	1.02865	117523	96283645000	41
2016.09.14	1.02879	1.03132	1.02342	1.02517	109601	100867093000	51
2016.09.15	1.02397	1.02918	1.02347	1.02695	131162	86879754000	51
2016.09.16	1.02693	1.03097	1.02501	1.03028	106356	78748090131	51
2016.09.19	1.02975	1.03371	1.02825	1.03262	80248	62368745000	51
2016.09.20	1.03235	1.03308	1.02651	1.03237	90585	101190960000	51
2016.09.21	1.03247	1.03718	1.03084	1.03575	124487	118731963000	48
2016.09.22	1.03531	1.04632	1.03273	1.04525	100468	86056015000	34
2016.09.23	1.04442	1.05408	1.04381	1.04974	104020	91829874000	34
2016.09.26	1.04984	1.05380	1.04833	1.04939	86479	89842440148	34
2016.09.27	1.04940	1.05199	1.04753	1.04970	111318	83591302000	47
2016.09.28	1.04671	1.05832	1.04670	1.05577	112507	103166800998	37
2016.09.29	1.05579	1.05809	1.05144	1.05222	133805	108913446000	39
2016.09.30	1.05212	1.05369	1.04695	1.05090	121470	98253890000	43
2016.10.03	1.05198	1.05663	1.04962	1.05421	86220	72088830000	40
2016.10.04	1.05379	1.05754	1.05063	1.05667	117948	91421384000	51
2016.10.05	1.05656	1.06321	1.05617	1.06196	112894	90983633000	40
2016.10.06	1.06104	1.06330	1.05732	1.05852	97164	83739850000	34
2016.10.07	1.05834	1.06356	1.05711	1.05825	132042	103443825000	43
2016.10.10	1.05855	1.06765	1.05726	1.06541	76785	66601056000	51
2016.10.11	1.06559	1.06980	1.06470	1.06795	116195	96314701000	51
2016.10.12	1.06739	1.07331	1.06694	1.07021	110506	101905659789	51
2016.10.13	1.07013	1.07389	1.06594	1.06633	97721	87015401602	42
2016.10.14	1.06639	1.07619	1.06526	1.07375	99722	95051870013	51
2016.10.17	1.07301	1.07493	1.06580	1.06885	88108	79153121697	51
2016.10.18	1.06838	1.06989	1.06186	1.06568	94884	79697485239	51
2016.10.19	1.06566	1.06841	1.06225	1.06739	93967	85398428030	51
2016.10.20	1.06687	1.06924	1.05885	1.05964	97592	84442949973	51
2016.10.21	1.05938	1.06621	1.05924	1.05998	82269	66081822498	47
2016.10.24	1.06105	1.06671	1.06054	1.06555	72069	58274960752	46
2016.10.25	1.06573	1.06997	1.06393	1.06688	92387	78240617837	51
2016.10.26	1.06648	1.07538	1.06384	1.06905	105887	65561889238	51
2016.10.27	1.06858	1.06972	1.06470	1.06525	118958	111409389596	36
2016.10.28	1.06540	1.06613	1.05804	1.05804	133758	120113638868	51
2016.10.31	1.06041	1.06495	1.05977	1.06364	97512	88709356526	42
2016.11.01	1.06358	1.07015	1.05913	1.06192	122355	100622323076	34
2016.11.02	1.06140	1.06193	1.04819	1.05068	127317	109554962322	34
2016.11.03	1.05068	1.05291	1.04632	1.04672	114145	103644065773	34
2016.11.04	1.04672	1.05119	1.04654	1.04681	119861	111836928730	40
2016.11.07	1.04526	1.05384	1.04510	1.05144	112585	91697563129	34
2016.11.08	1.05162	1.05229	1.04706	1.05013	107305	97847802330	51
2016.11.09	1.05020	1.05295	1.03614	1.04900	237918	211041334065	51
2016.11.10	1.04824	1.06443	1.04747	1.05462	177670	138278612971	34
2016.11.11	1.05428	1.06037	1.05034	1.05606	190557	166286563909	34
2016.11.14	1.05607	1.06558	1.05570	1.06075	152590	112618701749	34
2016.11.15	1.06100	1.06522	1.05965	1.06365	146676	120525425400	34
2016.11.16	1.06303	1.06532	1.05635	1.05745	142940	114097205401	34
2016.11.17	1.05710	1.05778	1.05167	1.05342	135795	110246293529	51
2016.11.18	1.05320	1.05513	1.04402	1.04402	151012	130955703326	46
2016.11.21	1.04808	1.04858	1.04144	1.04196	133570	113188258841	51
2016.11.22	1.04153	1.04902	1.04104	1.04742	128902	102093081807	51
2016.11.23	1.04718	1.05591	1.04627	1.05334	118511	92919066836	51
2016.11.24	1.05267	1.05938	1.05128	1.05774	104709	86015900972	51
2016.11.25	1.05695	1.06088	1.05250	1.05436	129773	108680248157	51
2016.11.28	1.05521	1.05919	1.05315	1.05723	132964	106451897721	51
2016.11.29	1.05737	1.05840	1.04774	1.04956	127774	112334996425	51
2016.11.30	1.04942	1.04967	1.04104	1.04197	139497	116920694514	34
2016.12.01	1.04173	1.04881	1.04019	1.04568	122953	94353971846	50
2016.12.02	1.04526	1.04713	1.04212	1.04335	107557	93793057609	34
2016.12.05	1.04139	1.05151	1.04139	1.04571	136200	109706830051	51
2016.12.06	1.04570	1.04891	1.04139	1.04770	101906	76509042811	34
2016.12.07	1.04730	1.04937	1.04168	1.04391	84718	64715349990	51
2016.12.08	1.04320	1.04353	1.03745	1.03977	120309	80198937840	34
2016.12.09	1.03915	1.04410	1.03797	1.04147	95364	78766419240	34
2016.12.12	1.04317	1.04601	1.04030	1.04189	108407	78660118343	40
2016.12.13	1.04150	1.04245	1.03813	1.04054	117247	88905623932	51
2016.12.14	1.04016	1.04195	1.03724	1.03988	141551	104683178955	51
2016.12.15	1.03974	1.04705	1.03896	1.04501	193028	126459390573	34
2016.12.16	1.04418	1.04925	1.04162	1.04695	150590	95715742043	44
2016.12.19	1.04479	1.04716	1.04366	1.04538	130230	97668094683	51
2016.12.20	1.04487	1.04992	1.04393	1.04910	116335	85513316686	51
2016.12.21	1.04859	1.05010	1.04495	1.04850	106412	77891831465	51
2016.12.22	1.04712	1.04982	1.04325	1.04478	112092	85706500883	51
2016.12.23	1.04442	1.04612	1.04040	1.04065	84422	61601246073	51
2016.12.26	1.04343	1.04434	1.02869	1.04038	11117	8142500000	57
2016.12.27	1.03924	1.04400	1.03894	1.04241	63850	52080851784	34
2016.12.28	1.04137	1.04330	1.03655	1.03663	88262	63531587289	34
2016.12.29	1.03624	1.03988	1.03490	1.03636	105341	79848315977	51
2016.12.30	1.03599	1.03973	1.03518	1.03613	129887	100780218975	51
2017.01.02	1.03775	1.03975	1.03175	1.03500	71590	59443752789	51
2017.01.03	1.03499	1.04602	1.03410	1.04302	121822	95701815512	45
2017.01.04	1.04218	1.04851	1.04216	1.04500	146280	114074565406	51
2017.01.05	1.04371	1.04760	1.04210	1.04386	182002	138998474608	51
2017.01.06	1.04367	1.04890	1.04226	1.04598	139990	106079308738	48
2017.01.09	1.04616	1.05156	1.04588	1.04791	125638	113956177028	36
2017.01.10	1.04752	1.05476	1.04619	1.05378	144972	107939269924	51
2017.01.11	1.05305	1.05692	1.05260	1.05410	172958	109215901106	51
2017.01.12	1.05430	1.05562	1.05018	1.05398	176423	134513063677	51
2017.01.13	1.05265	1.05508	1.04958	1.04985	155467	107692194455	51
2017.01.16	1.05059	1.05420	1.04953	1.05170	107859	91505602752	51
2017.01.17	1.05185	1.05259	1.04766	1.04781	172724	100146128263	51
2017.01.18	1.04782	1.05339	1.04623	1.05329	135319	102074727847	44
2017.01.19	1.05319	1.05413	1.05028	1.05072	171973	133802924582	50
2017.01.20	1.05018	1.05522	1.04911	1.05171	178072	146207960180	51
2017.01.23	1.05263	1.05450	1.04723	1.04811	152329	139883439158	34
2017.01.24	1.04763	1.04899	1.04380	1.04576	124798	95141678386	41
2017.01.25	1.04601	1.04671	1.03650	1.03702	154808	114796186763	46
2017.01.26	1.03746	1.04236	1.03564	1.03945	143834	108129978479	46
2017.01.27	1.03868	1.04050	1.03667	1.03789	141911	111451271070	51
2017.01.30	1.03758	1.04148	1.03599	1.03613	128349	112389900199	34
2017.01.31	1.03569	1.03864	1.03234	1.03659	150362	117198559979	42
2017.02.01	1.03645	1.04364	1.03645	1.04154	135686	108695187167	51
2017.02.02	1.04120	1.05161	1.04082	1.05026	144869	114190235798	51
2017.02.03	1.05000	1.05273	1.04704	1.04704	135454	110807056021	51
2017.02.06	1.04826	1.05041	1.04550	1.04562	122786	111958629909	34
2017.02.07	1.04529	1.04627	1.03764	1.04444	133683	102842543883	41
2017.02.08	1.04418	1.05276	1.04257	1.05199	136960	111734037176	38
2017.02.09	1.05162	1.06287	1.05147	1.06037	128655	95570944124	34
2017.02.10	1.06100	1.06726	1.05927	1.06365	128973	103819082227	40
2017.02.13	1.06468	1.06765	1.06294	1.06461	111735	93432050795	36
2017.02.14	1.06388	1.06992	1.06304	1.06863	136201	98521468951	51
2017.02.15	1.06834	1.07051	1.06665	1.06692	136098	103533317228	35
2017.02.16	1.06688	1.06932	1.06326	1.06641	151625	121523238349	36
2017.02.17	1.06594	1.07069	1.06469	1.06487	124301	106582089898	42
2017.02.20	1.06534	1.07006	1.06374	1.06844	84877	70211965600	51
2017.02.21	1.06847	1.07355	1.06693	1.07102	108865	86197625436	47
2017.02.22	1.07081	1.07467	1.07041	1.07073	112835	93364570627	51
2017.02.23	1.07091	1.07195	1.06580	1.06678	120595	97885543739	51
2017.02.24	1.06638	1.06860	1.06096	1.06338	108197	86557390266	41
2017.02.27	1.06584	1.06894	1.06435	1.06610	104810	87448698460	36
2017.02.28	1.06577	1.06961	1.06148	1.06423	112185	90257718718	51
2017.03.01	1.06406	1.07638	1.06332	1.07382	155154	118852479577	51
2017.03.02	1.07320	1.07634	1.06961	1.07182	127420	101981184470	51
2017.03.03	1.07151	1.07935	1.07109	1.07589	132412	116400158471	34
2017.03.06	1.07857	1.08405	1.07766	1.08343	109520	78450392679	34
2017.03.07	1.08306	1.09139	1.08266	1.09052	116371	77434480328	34
2017.03.08	1.09014	1.09241	1.08730	1.08808	130847	78899287559	34
2017.03.09	1.08788	1.09050	1.08577	1.08752	141882	90821736063	35
2017.03.10	1.08692	1.08980	1.08588	1.08948	132796	82847220585	51
2017.03.13	1.08805	1.09468	1.08784	1.09321	117557	82179249266	51
2017.03.14	1.09319	1.09436	1.09055	1.09177	119083	82484715309	51
2017.03.15	1.09175	1.09965	1.08887	1.09877	144349	94570255253	51
2017.03.16	1.09873	1.10169	1.09283	1.09929	146785	109424909339	51
2017.03.17	1.09929	1.10005	1.09524	1.09742	111771	80259892856	51
2017.03.20	1.09721	1.09776	1.09465	1.09534	105636	78980218064	34
2017.03.21	1.09535	1.09691	1.09071	1.09092	132253	87967985196	36
2017.03.22	1.09095	1.09154	1.08557	1.08952	137490	92259543960	51
2017.03.23	1.08946	1.09016	1.08212	1.08463	125753	89676912026	34
2017.03.24	1.08463	1.08858	1.08216	1.08216	113057	79458170797	35
2017.03.27	1.08423	1.08572	1.07904	1.08084	111646	88083196004	48
2017.03.28	1.08015	1.08948	1.08013	1.08827	106433	78130856558	51
2017.03.29	1.08754	1.09223	1.08743	1.09026	98898	75415032553	51
2017.03.30	1.08939	1.09424	1.08832	1.09195	100786	68634464834	34
