<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.10.23	1.07912	1.08147	1.07751	1.08118	68081	0	21
2018.10.24	1.08136	1.08422	1.08084	1.08181	63001	0	21
2018.10.25	1.08152	1.08692	1.08121	1.08568	60790	0	21
2018.10.26	1.08592	1.08785	1.08279	1.08743	84041	0	20
2018.10.29	1.08735	1.08840	1.08065	1.08175	71820	0	21
2018.10.30	1.08167	1.08458	1.08123	1.08388	64642	0	21
2018.10.31	1.08389	1.08570	1.07979	1.08497	63380	0	16
2018.11.01	1.08501	1.08768	1.08175	1.08290	76799	0	20
2018.11.02	1.08286	1.08588	1.07586	1.07586	82669	0	21
2018.11.05	1.08361	1.08361	1.08020	1.08162	60644	0	21
2018.11.06	1.08182	1.08498	1.07461	1.07506	68831	0	21
2018.11.07	1.07524	1.07645	1.06828	1.07196	87904	0	19
2018.11.08	1.07146	1.07573	1.07101	1.07390	75902	0	20
2018.11.09	1.07378	1.07654	1.07182	1.07206	75054	0	20
2018.11.12	1.07269	1.07392	1.06762	1.06889	68833	0	20
2018.11.13	1.06876	1.06977	1.06610	1.06663	74122	0	20
2018.11.14	1.06643	1.06903	1.06120	1.06401	83071	0	20
2018.11.15	1.06398	1.07117	1.06351	1.06505	87184	0	19
2018.11.16	1.06485	1.06734	1.06351	1.06579	62761	0	20
2018.11.19	1.06373	1.06950	1.06373	1.06642	55585	0	20
2018.11.20	1.06635	1.06679	1.05883	1.06181	68631	0	20
2018.11.21	1.06182	1.06476	1.05998	1.06244	58548	0	20
2018.11.22	1.06231	1.06612	1.06224	1.06431	44176	0	20
2018.11.23	1.06430	1.06769	1.06183	1.06578	51438	0	20
2018.11.26	1.06924	1.06977	1.06462	1.06616	54693	0	20
2018.11.27	1.06618	1.06904	1.06237	1.06344	66438	0	20
2018.11.28	1.06354	1.06551	1.06266	1.06289	59656	0	20
2018.11.29	1.06272	1.06832	1.06272	1.06634	58936	0	20
2018.11.30	1.06616	1.06706	1.06170	1.06242	63457	0	20
2018.12.03	1.06609	1.06711	1.06084	1.06196	53778	0	20
2018.12.04	1.06172	1.06241	1.05748	1.05884	69315	0	20
2018.12.05	1.05879	1.05955	1.05147	1.05339	53038	0	20
2018.12.06	1.05279	1.05427	1.04741	1.05165	81528	0	20
2018.12.07	1.05176	1.05250	1.04818	1.04880	63235	0	20
2018.12.10	1.04529	1.04985	1.04332	1.04618	66169	0	20
2018.12.11	1.04611	1.04957	1.04502	1.04775	63862	0	21
2018.12.12	1.04720	1.05541	1.04681	1.05225	63500	0	21
2018.12.13	1.05227	1.05488	1.05129	1.05342	55503	0	21
2018.12.14	1.05238	1.05868	1.05208	1.05518	56178	0	21
2018.12.17	1.05490	1.05741	1.05338	1.05447	53205	0	21
2018.12.18	1.05446	1.05509	1.04561	1.04817	63943	0	21
2018.12.19	1.04789	1.05094	1.04402	1.05013	63202	0	21
2018.12.20	1.05015	1.05535	1.04792	1.04910	79412	0	21
2018.12.21	1.04911	1.05366	1.04745	1.04746	69329	0	21
2018.12.24	1.04628	1.05003	1.04447	1.04601	45994	0	21
2018.12.25	1.04582	1.04828	1.04152	1.04222	2485	0	21
2018.12.26	1.04325	1.05094	1.04325	1.04943	30630	0	21
2018.12.27	1.04875	1.05164	1.04634	1.04911	66213	0	21
2018.12.28	1.04874	1.05248	1.04812	1.04885	44965	0	21
2018.12.31	1.04845	1.05254	1.04831	1.04832	47264	0	21
2019.01.02	1.04954	1.05085	1.04510	1.04934	68816	0	21
2019.01.03	1.04934	1.05068	1.01083	1.04644	79693	0	21
2019.01.04	1.04639	1.05660	1.04572	1.05626	70432	0	21
2019.01.07	1.05432	1.05836	1.05383	1.05795	57434	0	21
2019.01.08	1.05791	1.06302	1.05626	1.06195	59678	0	21
2019.01.09	1.06186	1.06373	1.05469	1.05600	60806	0	21
2019.01.10	1.05604	1.05977	1.05444	1.05956	56745	0	21
2019.01.11	1.05957	1.06057	1.05423	1.05532	59386	0	21
2019.01.14	1.05599	1.05732	1.05379	1.05478	50298	0	21
2019.01.15	1.05462	1.05658	1.05349	1.05599	56467	0	21
2019.01.16	1.05620	1.06087	1.05464	1.05750	45440	0	21
2019.01.17	1.05750	1.06489	1.05680	1.06331	51816	0	21
2019.01.18	1.06331	1.06513	1.06144	1.06162	44760	0	21
2019.01.21	1.06040	1.06689	1.05979	1.06289	40702	0	21
2019.01.22	1.06275	1.06446	1.05427	1.05506	45947	0	21
2019.01.23	1.05444	1.05586	1.05013	1.05142	48684	0	21
2019.01.24	1.05145	1.05407	1.04647	1.04851	57680	0	21
2019.01.25	1.04852	1.05005	1.04738	1.04944	55426	0	21
2019.01.28	1.05022	1.05086	1.04730	1.04866	36665	0	21
2019.01.29	1.04863	1.04941	1.04491	1.04655	43467	0	21
2019.01.30	1.04651	1.05321	1.04629	1.05057	53334	0	21
2019.01.31	1.05081	1.05321	1.04878	1.05088	53903	0	21
2019.02.01	1.05107	1.05177	1.04700	1.05069	49212	0	21
2019.02.04	1.05029	1.05095	1.04820	1.04906	38426	0	21
2019.02.05	1.04903	1.05290	1.04551	1.04915	34346	0	21
2019.02.06	1.04850	1.05005	1.03981	1.04825	47408	0	21
2019.02.07	1.04813	1.05265	1.04790	1.05163	46365	0	21
2019.02.08	1.05161	1.05346	1.04696	1.05083	38725	0	21
2019.02.11	1.05075	1.05117	1.04814	1.04867	39465	0	21
2019.02.12	1.04852	1.05448	1.04813	1.05301	41264	0	21
2019.02.13	1.05303	1.05427	1.03956	1.04283	45505	0	21
2019.02.14	1.04266	1.04314	1.03686	1.03896	52489	0	21
2019.02.15	1.03895	1.04068	1.03686	1.03944	44234	0	21
2019.02.18	1.04009	1.04183	1.03798	1.04087	36048	0	21
2019.02.19	1.04069	1.04287	1.03861	1.04007	43394	0	21
2019.02.20	1.04007	1.04477	1.04002	1.04458	46426	0	21
2019.02.21	1.04451	1.04884	1.03959	1.04186	58449	0	21
2019.02.22	1.04201	1.04889	1.04061	1.04109	53146	0	21
2019.02.25	1.03959	1.04257	1.03904	1.04100	95456	0	4
2019.02.26	1.04098	1.04326	1.03883	1.04247	91974	0	0
2019.02.27	1.04247	1.04384	1.03945	1.03953	117545	0	0
2019.02.28	1.03953	1.04606	1.03953	1.04187	107120	0	0
2019.03.01	1.04187	1.04241	1.02483	1.02483	84780	0	0
2019.03.04	1.04082	1.04220	1.03866	1.03913	85852	0	0
2019.03.05	1.03913	1.04360	1.03808	1.04123	81217	0	0
2019.03.06	1.04122	1.04277	1.03580	1.03864	71077	0	0
2019.03.07	1.03864	1.03972	1.03683	1.03815	65750	0	0
2019.03.08	1.03815	1.03911	1.03322	1.03514	65569	0	0
2019.03.11	1.03373	1.03585	1.03308	1.03494	48468	0	4
2019.03.12	1.03494	1.03536	1.03093	1.03192	48247	0	0
2019.03.13	1.03192	1.03482	1.02932	1.03444	72987	0	0
2019.03.14	1.03444	1.03590	1.03197	1.03479	88795	0	0
2019.03.15	1.03478	1.03564	1.03323	1.03431	76061	0	0
2019.03.18	1.03435	1.03709	1.03394	1.03627	66584	0	0
2019.03.19	1.03627	1.03733	1.03355	1.03395	76556	0	1
2019.03.20	1.03395	1.03664	1.03262	1.03385	81931	0	0
2019.03.21	1.03385	1.03537	1.02981	1.03386	112413	0	0
2019.03.22	1.03384	1.03418	1.02863	1.02876	98715	0	0
2019.03.25	1.02911	1.03142	1.02749	1.02923	100683	0	2
2019.03.26	1.02923	1.03336	1.02805	1.03279	87547	0	0
2019.03.27	1.03279	1.04517	1.03065	1.04211	113864	0	0
2019.03.28	1.04214	1.04430	1.04007	1.04332	108782	0	0
2019.03.29	1.04334	1.04506	1.04013	1.04219	91650	0	0
2019.04.01	1.04222	1.04523	1.04208	1.04483	81546	0	0
2019.04.02	1.04483	1.04949	1.04322	1.04624	96174	0	0
2019.04.03	1.04624	1.04955	1.04478	1.04903	69868	0	0
2019.04.04	1.04890	1.05398	1.04744	1.05297	50634	0	6
2019.04.05	1.05297	1.05741	1.05149	1.05433	49487	0	3
2019.04.08	1.05315	1.05722	1.05315	1.05690	43170	0	5
2019.04.09	1.05682	1.05956	1.05515	1.05569	48551	0	0
2019.04.10	1.05463	1.06052	1.05414	1.05943	61608	0	0
2019.04.11	1.05883	1.06106	1.05795	1.05821	53336	0	0
2019.04.12	1.05812	1.06247	1.05704	1.05994	57037	0	0
2019.04.15	1.06019	1.06217	1.05810	1.06017	43949	0	1
2019.04.16	1.05994	1.06174	1.05703	1.06055	59865	0	4
2019.04.17	1.05919	1.07307	1.05868	1.06685	61262	0	0
2019.04.18	1.06591	1.07139	1.06531	1.06939	54949	0	0
2019.04.19	1.06914	1.06999	1.06521	1.06521	27949	0	5
2019.04.22	1.06789	1.06980	1.06684	1.06744	24177	0	0
2019.04.23	1.06666	1.06843	1.06644	1.06653	38986	0	0
2019.04.24	1.06648	1.06700	1.06163	1.06363	62426	0	0
2019.04.25	1.06227	1.06417	1.05760	1.05857	48553	0	2
2019.04.26	1.05843	1.05855	1.05517	1.05534	50713	0	0
2019.04.29	1.05685	1.05880	1.05523	1.05785	31697	0	9
2019.04.30	1.05786	1.05823	1.05496	1.05532	46279	0	7
2019.05.01	1.05506	1.06135	1.05407	1.05901	41051	0	0
2019.05.02	1.05898	1.05979	1.05712	1.05763	46081	0	3
2019.05.03	1.05765	1.05786	1.05510	1.05601	46044	0	8
2019.05.06	1.05477	1.05935	1.05134	1.05665	71309	0	0
2019.05.07	1.05666	1.06425	1.05552	1.06129	69072	0	0
2019.05.08	1.06111	1.07231	1.06067	1.06239	76129	0	0
2019.05.09	1.06237	1.06283	1.05856	1.06012	73603	0	4
2019.05.10	1.05993	1.06176	1.05929	1.06005	90855	0	0
2019.05.13	1.05892	1.06055	1.05663	1.05719	58693	0	0
2019.05.14	1.05719	1.05750	1.05448	1.05578	47898	0	7
2019.05.15	1.05578	1.05672	1.05425	1.05524	55767	0	4
2019.05.16	1.05524	1.05617	1.05206	1.05425	53564	0	0
2019.05.17	1.05425	1.05504	1.05220	1.05314	51558	0	11
2019.05.20	1.05780	1.05930	1.05432	1.05705	47871	0	1
2019.05.21	1.05705	1.05896	1.05539	1.05727	56109	0	0
2019.05.22	1.05734	1.05971	1.05665	1.05943	44837	0	5
2019.05.23	1.05943	1.05950	1.05689	1.05773	52621	0	4
2019.05.24	1.05783	1.05861	1.05513	1.05699	49281	0	7
2019.05.27	1.05711	1.05796	1.05636	1.05661	30187	0	0
2019.05.28	1.05625	1.05860	1.05557	1.05781	47168	0	6
2019.05.29	1.05782	1.06288	1.05713	1.06227	54690	0	3
2019.05.30	1.06227	1.06306	1.06136	1.06144	44110	0	0
2019.05.31	1.06144	1.06296	1.05908	1.06018	70406	0	0
2019.06.03	1.05989	1.06234	1.05687	1.05736	64320	0	5
2019.06.04	1.05736	1.06070	1.05685	1.05782	75492	0	0
2019.06.05	1.05783	1.05866	1.04984	1.05252	74191	0	0
2019.06.06	1.05252	1.05407	1.05079	1.05300	66494	0	5
2019.06.07	1.05295	1.05437	1.04984	1.05034	60002	0	7
2019.06.10	1.04997	1.05343	1.04949	1.05239	53483	0	0
2019.06.11	1.05239	1.05797	1.05159	1.05743	63132	0	1
2019.06.12	1.05743	1.05802	1.05356	1.05356	61648	0	4
2019.06.13	1.05356	1.05422	1.05046	1.05244	53825	0	4
2019.06.14	1.05244	1.05883	1.05190	1.05816	56906	0	0
2019.06.17	1.05582	1.05878	1.05371	1.05505	37562	0	0
2019.06.18	1.05505	1.05510	1.05058	1.05295	58434	0	0
2019.06.19	1.05226	1.05357	1.05126	1.05255	58050	0	2
2019.06.20	1.05255	1.05338	1.04783	1.05079	75655	0	0
2019.06.21	1.04976	1.05364	1.04933	1.05043	69818	0	0
2019.06.24	1.05038	1.05496	1.05038	1.05168	49955	0	8
2019.06.25	1.05168	1.05240	1.04613	1.04816	63803	0	0
2019.06.26	1.04792	1.05342	1.04408	1.04512	56614	0	0
2019.06.27	1.04514	1.04765	1.04437	1.04585	54377	0	0
2019.06.28	1.04587	1.04665	1.04353	1.04490	50160	0	9
2019.07.01	1.04547	1.04619	1.04264	1.04330	55377	0	0
2019.07.02	1.04330	1.04994	1.04279	1.04780	52703	0	2
2019.07.03	1.04727	1.04969	1.04586	1.04760	47587	0	0
2019.07.04	1.04668	1.05111	1.04602	1.04971	29801	0	6
2019.07.05	1.04969	1.05437	1.04931	1.05243	49426	0	8
2019.07.08	1.05148	1.05375	1.05082	1.05204	37491	0	3
2019.07.09	1.05207	1.05260	1.04783	1.04843	43472	0	9
2019.07.10	1.04845	1.05247	1.04587	1.04679	54719	0	0
2019.07.11	1.04628	1.04746	1.04430	1.04644	52697	0	10
2019.07.12	1.04647	1.04911	1.04598	1.04851	49027	0	12
2019.07.15	1.04787	1.04920	1.04454	1.04733	41213	0	5
2019.07.16	1.04738	1.04863	1.04428	1.04599	47800	0	5
2019.07.17	1.04603	1.04693	1.04064	1.04130	41250	0	0
2019.07.18	1.04120	1.04447	1.03989	1.04284	52416	0	8
2019.07.19	1.04285	1.04346	1.04003	1.04023	56735	0	0
2019.07.22	1.03963	1.04217	1.03850	1.04054	41917	0	10
2019.07.23	1.04052	1.04515	1.04033	1.04476	46734	0	2
2019.07.24	1.04473	1.04539	1.03941	1.04037	40052	0	0
2019.07.25	1.04026	1.04379	1.03980	1.04293	47705	0	5
2019.07.26	1.04288	1.04399	1.04110	1.04132	27493	0	2
2019.07.29	1.03761	1.04342	1.03761	1.04050	33118	0	6
2019.07.30	1.04039	1.04173	1.03892	1.03898	42973	0	8
2019.07.31	1.03886	1.04560	1.03856	1.04313	69229	0	0
2019.08.01	1.04326	1.04532	1.03621	1.03666	77653	0	0
2019.08.02	1.03617	1.04192	1.03590	1.03989	86448	0	0
2019.08.05	1.03957	1.04276	1.03407	1.03421	82418	0	2
2019.08.06	1.03311	1.03938	1.02634	1.03530	88646	0	0
2019.08.07	1.03534	1.04954	1.03367	1.04819	102800	0	0
2019.08.08	1.04799	1.05203	1.04585	1.04955	75168	0	0
2019.08.09	1.04927	1.05144	1.04721	1.04880	64340	0	0
2019.08.12	1.04749	1.05142	1.04530	1.04631	58458	0	0
2019.08.13	1.04609	1.05439	1.04590	1.05252	83663	0	0
2019.08.14	1.04993	1.05343	1.04783	1.04840	80293	0	0
2019.08.15	1.04817	1.05357	1.04771	1.05070	83804	0	0
2019.08.16	1.05049	1.05558	1.05046	1.05338	67051	0	0
2019.08.19	1.04960	1.05686	1.04960	1.05469	46370	0	8
2019.08.20	1.05450	1.05818	1.05410	1.05619	50429	0	2
2019.08.21	1.05622	1.06009	1.05612	1.05870	45055	0	8
2019.08.22	1.05870	1.06154	1.05770	1.06101	55580	0	9
2019.08.23	1.06103	1.06134	1.05382	1.05383	73701	0	4
2019.08.26	1.05380	1.06128	1.05307	1.05886	100607	0	0
2019.08.27	1.05860	1.06207	1.05853	1.06108	54303	0	10
2019.08.28	1.06101	1.06495	1.06036	1.06250	60024	0	0
2019.08.29	1.06250	1.06694	1.06109	1.06573	65467	0	10
2019.08.30	1.06550	1.06926	1.06386	1.06406	60634	0	0
2019.09.02	1.06551	1.06851	1.06390	1.06439	35430	0	9
2019.09.03	1.06400	1.07078	1.06400	1.06648	54958	0	8
2019.09.04	1.06648	1.07054	1.06613	1.06843	48025	0	0
2019.09.05	1.06787	1.07071	1.06635	1.06890	61377	0	10
2019.09.06	1.06892	1.07047	1.06317	1.06538	50456	0	0
2019.09.09	1.06485	1.06926	1.06309	1.06717	40299	0	7
2019.09.10	1.06769	1.06941	1.06439	1.06779	43259	0	0
2019.09.11	1.06612	1.07039	1.06516	1.06965	41997	0	0
2019.09.12	1.07003	1.07221	1.06757	1.07121	52776	0	0
2019.09.13	1.07126	1.07959	1.07066	1.07797	42765	0	0
2019.09.16	1.07583	1.08280	1.07582	1.08158	44070	0	2
2019.09.17	1.08158	1.08269	1.07879	1.07937	46714	0	0
2019.09.18	1.07921	1.08143	1.07817	1.08049	51247	0	4
2019.09.19	1.08044	1.08134	1.07476	1.07738	57136	0	2
2019.09.20	1.07545	1.08390	1.07542	1.08038	50439	0	5
2019.09.23	1.07979	1.08187	1.07554	1.07577	41298	0	8
2019.09.24	1.07576	1.07925	1.07386	1.07506	47688	0	0
2019.09.25	1.07516	1.07679	1.07015	1.07640	57234	0	0
2019.09.26	1.07647	1.07699	1.07057	1.07141	56044	0	7
2019.09.27	1.07086	1.07549	1.06969	1.07124	68366	0	0
2019.09.30	1.07415	1.07974	1.07393	1.07757	57347	0	0
2019.10.01	1.07743	1.08039	1.07211	1.07211	67389	0	0
2019.10.02	1.07342	1.07495	1.06901	1.06980	58848	0	0
2019.10.03	1.06980	1.07245	1.06747	1.06821	64094	0	0
2019.10.04	1.06813	1.07230	1.06739	1.07120	61009	0	4
2019.10.07	1.07066	1.07200	1.06840	1.06988	49425	0	0
2019.10.08	1.06992	1.07086	1.06640	1.06819	55396	0	0
2019.10.09	1.06793	1.06937	1.06661	1.06817	52397	0	6
2019.10.10	1.06813	1.07050	1.06685	1.06928	55925	0	1
2019.10.11	1.06913	1.07326	1.06816	1.06904	52925	0	2
2019.10.14	1.07145	1.07622	1.07113	1.07561	39662	0	11
2019.10.15	1.07552	1.07801	1.07232	1.07232	44694	0	7
2019.10.16	1.07229	1.07764	1.06829	1.07409	49439	0	0
2019.10.17	1.07388	1.07921	1.07237	1.07505	48548	0	6
2019.10.18	1.07480	1.07584	1.07153	1.07359	37724	0	7
2019.10.21	1.07172	1.07472	1.07157	1.07162	38259	0	11
2019.10.22	1.07140	1.07253	1.06811	1.07002	41634	0	10
2019.10.23	1.06997	1.07082	1.06644	1.06692	39143	0	12
2019.10.24	1.06677	1.06940	1.06569	1.06745	41251	0	4
2019.10.25	1.06764	1.07422	1.06685	1.07411	33499	0	5
2019.10.28	1.07266	1.07854	1.07015	1.07682	33533	0	11
2019.10.29	1.07663	1.08038	1.07428	1.07993	43093	0	0
2019.10.30	1.07988	1.08233	1.07839	1.08044	54110	0	5
2019.10.31	1.08007	1.08038	1.07347	1.07493	58256	0	0
2019.11.01	1.07460	1.07559	1.07151	1.07269	45948	0	0
2019.11.04	1.07408	1.07674	1.07069	1.07597	40742	0	6
2019.11.05	1.07596	1.08122	1.07448	1.08000	55960	0	4
2019.11.06	1.08000	1.08271	1.07870	1.08106	42458	0	0
2019.11.07	1.08107	1.08646	1.08020	1.08338	49524	0	0
2019.11.08	1.08337	1.08488	1.08036	1.08332	41934	0	9
2019.11.09	1.08332	1.08402	1.08179	1.08219	684	0	16
2019.11.11	1.07987	1.08368	1.07591	1.07648	31361	0	8
2019.11.12	1.07654	1.08202	1.07558	1.08048	44475	0	0
2019.11.13	1.08048	1.08048	1.06499	1.06638	46647	0	0
2019.11.14	1.06641	1.06665	1.06048	1.06319	44502	0	0
2019.11.15	1.06317	1.06533	1.06240	1.06429	36362	0	8
2019.11.18	1.06320	1.06563	1.06277	1.06392	37535	0	0
2019.11.19	1.06392	1.06444	1.04809	1.06152	36301	0	0
2019.11.20	1.06087	1.06237	1.05919	1.06007	42292	0	0
2019.11.21	1.05985	1.06114	1.05791	1.05979	51113	0	5
2019.11.22	1.05952	1.06036	1.05569	1.05615	45065	0	11
2019.11.25	1.05893	1.05995	1.05431	1.05604	42430	0	0
2019.11.26	1.05621	1.05873	1.05518	1.05575	44650	0	0
2019.11.27	1.05575	1.05688	1.05402	1.05527	39794	0	12
2019.11.28	1.05546	1.05588	1.05226	1.05384	33826	0	4
